Roll | phi | X (deg), Pitch | theta | Y (deg), Yaw | psi | Z (deg)
-78.28499,-1.25998,7.53576
-78.38579,-1.23595,7.585948
-78.43907,-1.171234,7.694929
-78.45881,-1.1188,7.829548
-78.46619,-1.115854,7.977077
-78.45599,-1.140776,8.141453
-78.39699,-1.14614,8.322732
-78.2571,-1.104126,8.491285
-78.02615,-1.010717,8.670051
-77.7309,-0.8966627,8.858982
-77.39038,-0.7603329,9.076533
-77.00037,-0.573483,9.330698
-76.56671,-0.3341586,9.625645
-76.06383,-0.06537057,9.941958
-75.50358,0.1756235,10.24125
-74.91856,0.3503841,10.47499
-74.33451,0.4859537,10.63311
-73.72681,0.6415673,10.69612
-73.10154,0.8071401,10.69504
-72.47532,1.008902,10.65673
-71.83245,1.256791,10.6084
-71.19239,1.540264,10.58178
-70.54261,1.851638,10.59912
-69.84933,2.175863,10.63951
-69.15218,2.481879,10.69569
-68.40734,2.762993,10.79706
-67.58024,2.994333,10.95707
-66.64497,3.105714,11.15234
-65.59261,3.052294,11.35343
-64.49329,2.869494,11.52847
-63.42493,2.634259,11.62866
-62.44523,2.405256,11.63374
-61.61417,2.253085,11.57197
-60.86507,2.212427,11.54945
-60.05309,2.256217,11.61403
-59.17513,2.333375,11.76713
-58.20945,2.406704,12.01681
-57.11402,2.5003,12.32652
-55.88632,2.621848,12.68037
-54.52603,2.800076,13.05678
-53.10539,3.005255,13.43138
-51.66054,3.159617,13.78946
-50.24565,3.230574,14.15105
-48.86734,3.257973,14.52104
-47.51286,3.281952,14.88887
-46.16253,3.346888,15.23855
-44.83978,3.473886,15.52987
-43.50727,3.608125,15.74057
-42.17382,3.714305,15.86692
-40.86638,3.774944,15.97281
-39.50608,3.822596,16.11524
-38.07756,3.896439,16.31021
-36.52931,4.034745,16.5373
-34.93036,4.232665,16.71005
-33.37556,4.409576,16.80033
-31.88084,4.515876,16.85576
-30.44162,4.57517,16.92909
-29.04205,4.593853,17.06793
-27.65343,4.582278,17.25236
-26.32527,4.487909,17.43203
-25.08705,4.293076,17.55177
-24.02743,4.021869,17.62673
-23.0676,3.753199,17.68999
-22.07148,3.549589,17.71236
-21.00025,3.404077,17.61031
-19.93884,3.305565,17.38806
-18.91443,3.266774,17.07772
-17.8889,3.278771,16.69315
-16.80264,3.267466,16.21563
-15.60916,3.196194,15.73512
-14.44899,3.11744,15.2186
-13.33157,3.119231,14.64428
-12.2842,3.239291,14.09164
-11.26321,3.326814,13.68119
-10.20966,3.269008,13.38284
-9.176522,3.069638,13.10991
-8.17754,2.829552,12.78055
-7.218593,2.594536,12.36342
-6.18696,2.325275,11.84099
-5.083607,1.969912,11.21842
-4.022897,1.594354,10.54546
-2.973355,1.306291,9.854813
-1.959047,1.161439,9.213755
-0.9893411,1.148584,8.707023
-0.08839507,1.23726,8.361648
0.7063524,1.397654,8.164649
1.415188,1.583818,8.011369
1.982507,1.715476,7.829324
2.356505,1.750277,7.615284
2.515517,1.727607,7.357978
2.686707,1.793036,7.078403
2.815346,1.847182,6.826186
2.761569,1.89026,6.615982
2.607513,1.956045,6.415049
2.362277,2.056149,6.118538
2.265126,2.252525,5.822983
2.132461,2.453311,5.540389
1.934892,2.676484,5.319435
1.718972,2.962245,5.126136
1.609202,3.291791,4.935679
1.623973,3.630107,4.720655
1.671278,3.935766,4.506471
1.703428,4.227942,4.305723
1.721956,4.559143,4.105149
1.707716,4.909372,3.886153
1.626228,5.296946,3.654068
1.503017,5.716583,3.440709
1.353678,6.199326,3.257436
1.185495,6.79779,3.083716
1.029182,7.493699,2.920557
0.9069538,8.268981,2.79375
0.7936758,9.09661,2.698051
0.6931752,9.966211,2.633797
0.6195394,10.832,2.605735
0.5464724,11.65617,2.597544
0.4976383,12.48052,2.587579
0.4609566,13.26995,2.539451
0.3993885,14.00053,2.448642
0.2543834,14.69803,2.300221
0.009268647,15.34837,2.111573
-0.2646593,15.96322,1.915827
-0.5430183,16.54953,1.73401
-0.8269274,17.13293,1.601408
-1.101625,17.76945,1.512782
-1.342861,18.45901,1.461311
-1.572659,19.19607,1.418988
-1.805304,20.00786,1.382761
-2.002063,20.91677,1.369689
-2.136967,21.95152,1.381254
-2.21508,23.04865,1.426042
-2.201017,24.10075,1.500855
-2.188917,25.07096,1.51632
-2.26666,26.0748,1.421136
-2.372082,27.15448,1.247927
-2.481557,28.26015,1.030865
-2.602385,29.32497,0.7761649
-2.737004,30.35525,0.5042401
-2.870827,31.31163,0.2415834
-3.038048,32.20442,-0.006977573
-3.247016,33.08934,-0.2203061
-3.427988,33.97087,-0.3633056
-3.598336,34.81078,-0.4757127
-3.800426,35.61261,-0.5889655
-4.004258,36.38261,-0.723349
-4.212333,37.14462,-0.8954085
-4.410221,37.9004,-1.082041
-4.56192,38.64742,-1.233286
-4.635518,39.44691,-1.320658
-4.667046,40.28336,-1.377079
-4.694043,41.17793,-1.423991
-4.693645,42.06823,-1.44584
-4.703295,42.91945,-1.484989
-4.72256,43.7582,-1.546625
-4.723382,44.56047,-1.61852
-4.725787,45.31168,-1.704233
-4.721781,45.99063,-1.795664
-4.753024,46.53894,-1.923028
-4.886431,46.97933,-2.097966
-5.04447,47.36768,-2.259687
-5.23036,47.7182,-2.406455
-5.396364,48.06657,-2.522774
-5.507503,48.41225,-2.600208
-5.593167,48.72563,-2.665048
-5.667408,49.02432,-2.705175
-5.685315,49.34172,-2.67863
-5.651037,49.64858,-2.615721
-5.699775,49.8981,-2.637952
-5.687187,50.14639,-2.627754
-5.637594,50.32804,-2.61152
-5.559379,50.42674,-2.599885
-5.461788,50.41835,-2.615263
-5.367361,50.32725,-2.669917
-5.312161,50.16386,-2.765985
-5.301176,49.94131,-2.8716
-5.304405,49.66991,-2.9808
-5.345449,49.32169,-3.1142
-5.462071,48.90277,-3.296436
-5.591389,48.46462,-3.470251
-5.676279,47.99146,-3.578292
-5.758549,47.44827,-3.656675
-5.8219,46.88082,-3.670735
-5.838205,46.32453,-3.618966
-5.813175,45.76862,-3.53083
-5.758745,45.20587,-3.434382
-5.707571,44.63252,-3.362292
-5.652257,44.03361,-3.299127
-5.6162,43.40921,-3.265616
-5.595479,42.72696,-3.257751
-5.603577,42.01134,-3.3081
-5.620335,41.27613,-3.405127
-5.604324,40.51491,-3.480383
-5.517198,39.74978,-3.495959
-5.377787,38.90167,-3.426221
-5.219124,38.02563,-3.28785
-5.018853,37.14518,-3.049854
-4.783097,36.26111,-2.734413
-4.534498,35.36267,-2.37181
-4.280467,34.45202,-2.016493
-4.064439,33.53201,-1.740248
-3.956329,32.59256,-1.565356
-3.923104,31.64737,-1.475955
-3.930177,30.71753,-1.471789
-3.990792,29.80197,-1.543921
-4.057223,28.92582,-1.653978
-4.089893,28.10617,-1.760028
-4.07757,27.32892,-1.830794
-4.034567,26.55115,-1.85111
-3.966847,25.70117,-1.802519
-3.865599,24.78401,-1.684369
-3.777714,23.8304,-1.519768
-3.704623,22.90366,-1.321908
-3.657741,21.95483,-1.094645
-3.60158,20.99044,-0.8346547
-3.509645,20.02073,-0.5663959
-3.414153,19.04414,-0.3316198
-3.301512,18.07763,-0.1604592
-3.186808,17.13458,-0.06981596
-3.074322,16.25105,-0.02911859
-2.953853,15.42861,0.002231038
-2.771359,14.63882,0.05660016
-2.611709,13.77315,0.1355223
-2.437121,12.9164,0.2978829
-2.190185,12.06448,0.5071605
-1.820393,11.28965,0.7830762
-1.499776,10.39266,1.155983
-1.199368,9.47575,1.704426
-0.9344375,8.480861,2.297972
-0.6454289,7.493932,2.884462
-0.3076735,6.555177,3.377185
0.05955299,5.623123,3.707966
0.4407124,4.699644,3.910899
0.7626495,3.767196,4.025354
1.015868,2.861624,4.091343
1.225255,2.04879,4.12234
1.415786,1.313787,4.133765
1.597332,0.6210771,4.150656
1.779796,-0.04045465,4.179818
1.89835,-0.7112209,4.266785
2.056188,-1.318557,4.423342
2.286949,-1.813758,4.575775
2.574368,-2.202286,4.675061
2.886119,-2.527694,4.710386
3.172468,-2.809393,4.710975
3.414199,-3.074906,4.701206
3.616588,-3.363274,4.69074
3.821941,-3.679215,4.664245
4.019559,-3.988909,4.570633
4.26754,-4.319669,4.340277
4.475626,-4.755723,4.000887
4.591968,-5.299452,3.659603
4.658593,-5.916697,3.362473
4.723543,-6.555648,3.084881
4.785364,-7.136077,2.759854
4.867952,-7.702229,2.338591
5.025588,-8.255341,1.763982
5.170921,-8.812042,1.061929
5.244445,-9.335942,0.2950462
5.235462,-9.761608,-0.45792
5.233047,-10.14174,-1.146488
5.278068,-10.51106,-1.765551
5.357826,-10.86383,-2.342111
5.440155,-11.19191,-2.841266
5.607746,-11.48777,-3.295466
5.834651,-11.76646,-3.759684
6.073401,-11.99081,-4.29767
6.306679,-12.18331,-4.940174
6.505282,-12.38579,-5.654826
6.721485,-12.61105,-6.423664
7.025413,-12.87937,-7.313188
7.319267,-13.07387,-8.273016
7.628988,-13.13951,-9.305263
7.946108,-13.1464,-10.34209
8.303953,-13.2139,-11.35842
8.603604,-13.28056,-12.28764
8.874928,-13.3271,-13.13509
9.129136,-13.23939,-13.89065
9.406242,-13.03418,-14.56346
9.714247,-12.85828,-15.1786
10.05727,-12.72013,-15.75505
10.39065,-12.58699,-16.33811
10.69567,-12.47515,-16.93043
11.02677,-12.34157,-17.53452
11.36377,-12.2113,-18.21797
11.67871,-12.03281,-19.00045
11.99521,-11.79766,-19.89128
12.34286,-11.52623,-20.91034
12.66658,-11.29627,-22.01168
12.90743,-11.07925,-23.08026
13.06497,-10.8563,-24.08235
13.15122,-10.58473,-24.99778
13.21127,-10.24995,-25.78348
13.24147,-9.872687,-26.46314
13.30958,-9.483755,-27.08817
13.41587,-9.157244,-27.71586
13.48133,-8.788543,-28.33292
13.52164,-8.447557,-28.98152
13.58251,-8.165785,-29.634
13.62767,-7.952045,-30.29487
13.70572,-7.716639,-31.00057
13.81793,-7.439774,-31.78884
13.9029,-7.121513,-32.67679
13.98388,-6.780499,-33.63332
14.12496,-6.383129,-34.64445
14.28294,-5.960778,-35.66314
14.37259,-5.50039,-36.57971
14.34866,-5.031159,-37.35521
14.24613,-4.53419,-38.0023
14.19102,-4.111499,-38.60632
14.14785,-3.790972,-39.22824
14.1093,-3.530107,-39.86678
14.06536,-3.288553,-40.51778
14.00392,-3.055555,-41.18054
13.92773,-2.830042,-41.89423
13.84231,-2.536797,-42.67344
13.71532,-2.099141,-43.53148
13.57443,-1.526423,-44.4222
13.40956,-0.8482943,-45.28176
13.27961,-0.1321497,-46.06815
13.15444,0.5764554,-46.7583
13.02493,1.23509,-47.38583
12.85338,1.861668,-47.92432
12.63742,2.449298,-48.39734
12.40538,3.000301,-48.85154
12.15768,3.480473,-49.29231
11.92109,3.950701,-49.67577
11.74356,4.427922,-49.98691
11.58262,4.845767,-50.25447
11.40136,5.29367,-50.52901
11.1642,5.789742,-50.81248
10.88355,6.370806,-51.10485
10.5822,6.978961,-51.41611
10.24652,7.550246,-51.78813
9.87643,8.100007,-52.19146
9.467978,8.637899,-52.59599
9.05199,9.174533,-52.96576
8.625592,9.767107,-53.29527
8.219276,10.34939,-53.55583
7.842277,10.94392,-53.76194
7.465631,11.54368,-53.94343
7.092976,12.16905,-54.12542
6.714517,12.8395,-54.31136
6.325067,13.56982,-54.51427
5.916975,14.32246,-54.71581
5.519893,15.1355,-54.9031
5.179869,16.00781,-55.06222
4.89467,16.91799,-55.18263
4.68596,17.74909,-55.261
4.510725,18.53599,-55.34366
4.326614,19.25174,-55.45844
4.108691,19.93456,-55.60508
3.849594,20.62665,-55.76513
3.572215,21.33435,-55.92387
3.263299,22.07932,-56.08853
2.91735,22.83802,-56.2234
2.543881,23.57831,-56.31202
2.135153,24.28263,-56.35777
1.683531,24.98642,-56.37355
1.200387,25.69848,-56.32357
0.7493882,26.44931,-56.17089
0.3841852,27.23617,-55.92913
0.07354887,28.03674,-55.65081
-0.2015983,28.8559,-55.35738
-0.4739359,29.68317,-55.07111
-0.7457768,30.47637,-54.79057
-0.9684762,31.22604,-54.53264
-1.135766,31.92628,-54.32531
-1.270645,32.56795,-54.1889
-1.386003,33.15223,-54.11874
-1.493808,33.69101,-54.10211
-1.575829,34.17937,-54.09897
-1.654442,34.59201,-54.09254
-1.71641,34.93657,-54.04086
-1.762568,35.25793,-53.91509
-1.808351,35.57683,-53.71856
-1.880161,35.91644,-53.48796
-1.993471,36.32367,-53.2458
-2.15844,36.78078,-53.0038
-2.34648,37.27998,-52.73639
-2.527562,37.81576,-52.45323
-2.704052,38.34599,-52.16243
-2.880606,38.86634,-51.85881
-3.043614,39.36605,-51.53217
-3.190681,39.82641,-51.15752
-3.366393,40.24183,-50.7074
-3.533004,40.6655,-50.12706
-3.701195,41.12292,-49.39683
-3.808428,41.62637,-48.43364
-3.844461,42.18542,-47.24435
-3.772105,42.79406,-45.85798
-3.616047,43.44853,-44.32926
-3.378196,44.10457,-42.70752
-3.128258,44.75702,-41.05118
-2.918879,45.42597,-39.37383
-2.758466,46.08264,-37.66709
-2.477447,46.75049,-35.77172
-1.893058,47.36294,-33.62816
-1.127449,47.8436,-31.36875
-0.2601227,48.1954,-29.04461
0.6799825,48.45993,-26.70424
1.634078,48.6503,-24.44212
2.555234,48.81134,-22.32359
3.376847,48.92802,-20.39272
4.100936,48.98684,-18.65303
4.701924,49.00302,-17.13354
5.152008,49.00365,-15.82345
5.450526,48.99933,-14.69634
5.726186,49.02394,-13.63114
5.986772,49.07788,-12.60463
6.208382,49.11038,-11.57649
6.420237,49.10577,-10.52672
6.633999,49.10478,-9.430261
6.887211,49.1407,-8.26162
7.167941,49.14899,-7.012052
7.405934,49.06018,-5.786599
7.586477,48.87717,-4.678293
7.696782,48.65032,-3.745707
7.776796,48.41293,-2.94111
7.798621,48.18089,-2.225708
7.858661,47.97145,-1.497471
7.911751,47.6979,-0.8279074
7.809106,47.38461,-0.3384886
7.588673,47.06593,0.07947838
7.376652,46.76244,0.5631323
7.222934,46.45775,1.125004
7.112921,46.13332,1.70734
7.014728,45.76791,2.25673
6.954525,45.37157,2.780993
6.84597,44.93784,3.24725
6.654102,44.50432,3.720281
6.506993,44.05999,4.293769
6.386471,43.57369,4.874279
6.222188,43.02612,5.375574
5.963916,42.42425,5.79096
5.629455,41.84759,6.187403
5.303585,41.33701,6.649711
4.956809,40.82477,7.124352
4.581749,40.34805,7.573755
4.22278,39.90978,7.973794
3.872862,39.4784,8.289828
3.487559,39.01273,8.519024
3.098872,38.51992,8.737043
2.689324,38.00586,8.923846
2.235405,37.45282,9.089619
1.787474,36.95222,9.304767
1.418193,36.48399,9.561409
1.096063,36.04998,9.878151
0.7408141,35.58803,10.2778
0.4384184,35.17685,10.7786
0.1725177,34.78899,11.29327
-0.08775548,34.36232,11.75464
-0.3456436,33.88123,12.16857
-0.5936938,33.3514,12.50859
-0.8287282,32.70636,12.77087
-1.057603,32.02687,12.99923
-1.257028,31.39178,13.25785
-1.456002,30.76825,13.5628
-1.605389,30.22062,13.93561
-1.719959,29.69012,14.36229
-1.861466,29.16936,14.80831
-2.034658,28.66678,15.26598
-2.285896,28.16896,15.70191
-2.603229,27.75167,16.13526
-2.938378,27.45328,16.57512
-3.241225,27.21402,17.00313
-3.518843,27.00711,17.38786
-3.795532,26.80981,17.73001
-4.072114,26.59667,18.0735
-4.314627,26.38639,18.45875
-4.550344,26.2096,18.89035
-4.792233,26.01754,19.36185
-5.14223,25.7832,19.84699
-5.58008,25.55979,20.35131
-6.07901,25.3763,20.84031
-6.603973,25.21395,21.32291
-7.105174,25.00005,21.79933
-7.561339,24.73292,22.23397
-7.97965,24.42024,22.62218
-8.351882,24.09095,22.99323
-8.684524,23.77241,23.41795
-8.997385,23.47263,23.94475
-9.293913,23.20383,24.58205
-9.674941,23.03634,25.28602
-10.15694,22.93871,26.00563
-10.66644,22.94352,26.65186
-11.19911,23.03799,27.17278
-11.77632,23.21828,27.53452
-12.37057,23.49054,27.77174
-12.98359,23.84709,27.95131
-13.59433,24.23915,28.12742
-14.15116,24.61976,28.34895
-14.76867,24.96941,28.65008
-15.48364,25.34643,29.04137
-16.3571,25.82257,29.36288
-17.33112,26.46292,29.40101
-18.40936,27.19768,29.12263
-19.49471,27.88308,28.70754
-20.56925,28.59595,28.23702
-21.54105,29.45187,27.77365
-22.38966,30.39746,27.37677
-23.17252,31.30728,27.10396
-23.94955,32.08481,26.86621
-24.75784,32.81974,26.60267
-25.62469,33.49501,26.37173
-26.49143,34.12045,26.23809
-27.30468,34.67449,26.22873
-28.05955,35.17785,26.29765
-28.70642,35.64647,26.42149
-29.24236,36.07729,26.58045
-29.74449,36.50685,26.74956
-30.2434,36.94294,26.83789
-30.72135,37.41711,26.84055
-31.14732,37.8724,26.852
-31.54602,38.28431,26.8728
-31.99294,38.69477,26.85033
-32.48783,39.04663,26.79977
-33.03986,39.30561,26.72889
-33.70223,39.45638,26.59038
-34.42441,39.56208,26.40287
-35.13282,39.64302,26.22485
-35.75446,39.68357,26.11027
-36.30659,39.66182,26.06514
-36.84498,39.59488,26.07388
-37.35896,39.48675,26.12635
-37.70253,39.38646,26.25257
-38.16192,39.34618,26.27311
-38.54399,39.17641,26.41981
-38.90755,39.01435,26.5076
-39.27881,38.8709,26.56552
-39.58262,38.72859,26.64346
-39.90267,38.61377,26.68059
-40.22068,38.45118,26.71695
-40.55508,38.22745,26.68935
-40.91426,37.97898,26.58798
-41.27248,37.73088,26.4438
-41.57404,37.512,26.32378
-41.95632,37.28709,26.21602
-42.29884,36.98686,26.24471
-42.65242,36.70132,26.24407
-43.01139,36.44986,26.2202
-43.31084,36.2124,26.22958
-43.5891,35.98069,26.20689
-43.9095,35.73443,26.07954
-44.23788,35.46588,25.86695
-44.5866,35.17233,25.56129
-44.97075,34.87154,25.20182
-45.40152,34.57015,24.78802
-45.83206,34.21372,24.37844
-46.20701,33.8366,24.02088
-46.55856,33.44328,23.69096
-46.86399,33.08407,23.41061
-47.14485,32.7296,23.1831
-47.43688,32.35978,22.96684
-47.72813,31.97921,22.76509
-48.01585,31.59507,22.57671
-48.31772,31.19678,22.37719
-48.61056,30.80491,22.15073
-48.90685,30.38102,21.91538
-49.22321,29.8641,21.65948
-49.56893,29.25827,21.37782
-49.88631,28.61216,21.09945
-50.22364,27.92447,20.80877
-50.59456,27.20025,20.50976
-50.97461,26.43167,20.17819
-51.43496,25.6549,19.84654
-51.88275,24.88267,19.57664
-52.371,24.13271,19.29621
-52.88889,23.36981,19.02206
-53.43882,22.59368,18.67734
-54.05225,21.78229,18.22405
-54.68891,20.86508,17.65087
-55.4177,19.84108,16.95985
-56.25112,18.70727,16.19537
-57.14994,17.52795,15.42482
-58.05043,16.37777,14.76643
-58.79471,15.30439,14.33354
-59.37407,14.3309,14.06952
-59.87178,13.4967,13.90203
-60.3091,12.77107,13.78705
-60.82925,12.16019,13.66764
-61.31242,11.53016,13.57482
-61.75653,10.8363,13.39376
-62.21566,10.02657,13.09272
-62.71652,9.151408,12.68388
-63.19946,8.235235,12.2255
-63.71019,7.282487,11.73493
-64.22045,6.289769,11.26105
-64.71183,5.312575,10.84946
-65.18099,4.421049,10.47824
-65.66644,3.679857,10.2194
-66.07512,3.100327,10.11459
-66.37311,2.662714,10.15313
-66.5312,2.231015,10.25634
-66.60425,1.760192,10.2823
-66.64974,1.244648,10.19384
-66.63573,0.6397382,10.0104
-66.52678,-0.1185112,9.746387
-66.29868,-1.072039,9.317226
-66.0745,-2.214537,8.641883
-66.00026,-3.407749,7.712849
-66.21567,-4.280485,6.79411
-66.32664,-4.799884,6.126434
-66.26378,-5.150085,5.694482
-66.09143,-5.447103,5.37792
-65.87304,-5.741659,5.08919
-65.5938,-5.995742,4.777445
-65.17355,-6.209301,4.428244
-64.54723,-6.468222,4.008818
-63.69888,-6.757957,3.500549
-62.94498,-7.122358,2.951139
-62.10112,-7.579724,2.221176
-61.32697,-8.152723,1.234377
-60.65001,-8.822826,0.01032695
-60.08317,-9.5137,-1.332637
-59.65016,-10.20006,-2.67814
-59.17862,-10.79865,-4.009892
-58.6835,-11.23631,-5.318104
-58.15611,-11.55592,-6.629838
-57.56612,-11.82114,-7.974204
-56.92064,-12.08562,-9.34907
-56.21191,-12.33628,-10.77378
-55.39708,-12.55181,-12.28019
-54.48837,-12.70317,-13.84898
-53.40195,-12.84683,-15.49243
-52.15768,-13.05918,-17.24001
-51.0068,-13.36784,-19.07382
-49.92925,-13.72521,-20.93413
-48.96812,-14.09031,-22.75437
-48.12979,-14.38737,-24.46321
-47.34185,-14.6169,-26.03794
-46.53341,-14.77154,-27.46423
-45.67195,-14.8446,-28.77864
-44.75871,-14.86934,-30.0106
-43.83858,-14.8044,-31.14656
-42.88052,-14.644,-32.22904
-41.88612,-14.38935,-33.24897
-40.81521,-14.00078,-34.28466
-39.72721,-13.59306,-35.28391
-38.38191,-13.28938,-36.3096
-36.89631,-13.0931,-37.35757
-35.23705,-12.88952,-38.45911
-33.44909,-12.67302,-39.65857
-31.62247,-12.49933,-40.98407
-29.82105,-12.29679,-42.41742
-28.12798,-12.08359,-43.90151
-26.33928,-11.76446,-45.48043
-24.62772,-11.30592,-47.08849
-23.16679,-10.70918,-48.51111
-21.91239,-10.03653,-49.62178
-20.68745,-9.244103,-50.47923
-19.59391,-8.469471,-51.08102
-18.60658,-7.710441,-51.48237
-17.66624,-6.995731,-51.72135
-16.69913,-6.409614,-51.8512
-15.62327,-5.971415,-51.90548
-14.34107,-5.671266,-51.91576
-12.91453,-5.376741,-51.96963
-11.43638,-5.041971,-52.13404
-9.923072,-4.67087,-52.37874
-8.415377,-4.235992,-52.69435
-6.984356,-3.74377,-53.05049
-5.669361,-3.217811,-53.40466
-4.532894,-2.682828,-53.67989
-3.586949,-2.146892,-53.8266
-2.812107,-1.569665,-53.8504
-2.173547,-0.9490584,-53.76598
-1.670862,-0.3141194,-53.54003
-1.252884,0.3076567,-53.17256
-0.9395308,0.9201819,-52.68407
-0.7399603,1.54579,-52.09365
-0.6122862,2.173994,-51.43036
-0.5542088,2.752546,-50.73246
-0.5745166,3.290652,-50.02789
-0.6396229,3.805699,-49.33863
-0.7264894,4.336433,-48.69905
-0.8646271,4.912737,-48.12165
-1.090954,5.564088,-47.54995
-1.38236,6.29702,-46.89637
