Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
-162.6875,2,86.8125,-0.1679688,-0.2055664,1.099609,0.3037109,0.01416016,-0.5634766
-158.6875,-1.125,74.5,-0.1669922,-0.1748047,1.119629,0.2983398,0.02734375,-0.5693359
-153.75,-4.0625,60.0625,-0.1645508,-0.1689453,1.100586,0.2983398,0.02734375,-0.5693359
-149.125,-6.3125,44.5625,-0.1186523,-0.1679688,1.103516,0.2983398,0.02734375,-0.5693359
-145.5,-6.8125,30.25,-0.1005859,-0.1826172,1.060547,0.3037109,0.04443359,-0.5595703
-142.625,-8.25,17.25,-0.05761719,-0.1767578,1.055664,0.3037109,0.04443359,-0.5595703
-140,-8.875,8.625,-0.01269531,-0.1567383,1.022949,0.3037109,0.04443359,-0.5595703
-136.6875,-9.125,1.125,0,-0.1489258,1.005859,0.3051758,0.05273438,-0.5522461
-133.75,-8.4375,-2.9375,0.01367188,-0.1357422,0.9975586,0.3051758,0.05273438,-0.5522461
-131.625,-5.75,-5.6875,0.01269531,-0.1166992,0.9746094,0.3051758,0.05273438,-0.5522461
-129.9375,-4.0625,-6.8125,0.02099609,-0.112793,0.9155273,0.3051758,0.05273438,-0.5522461
-131.25,-4,-4.5,0.01855469,-0.1386719,0.875,0.3051758,0.05273438,-0.5522461
-135.9375,-5.5,-2.0625,0.005859375,-0.1577148,0.8525391,0.3051758,0.05273438,-0.5522461
-140.375,-6.375,-0.1875,-0.02392578,-0.152832,0.871582,0.3051758,0.05273438,-0.5522461
-143.625,-7.25,0.4375,-0.06396484,-0.1435547,0.8886719,0.3027344,0.08056641,-0.5620117
-146.5,-7.375,0.0625,-0.08251953,-0.1235352,0.9008789,0.3027344,0.08056641,-0.5620117
-147.25,-9.5,0.5625,-0.09277344,-0.1347656,0.8989258,0.3027344,0.08056641,-0.5620117
-148.8125,-13.375,2.75,-0.1035156,-0.1557617,0.9189453,0.300293,0.09082031,-0.5581055
-147.375,-15.75,8.3125,-0.1005859,-0.1435547,0.9189453,0.300293,0.09082031,-0.5581055
-141.9375,-20.9375,16.625,-0.1157227,-0.1479492,0.8959961,0.300293,0.09082031,-0.5581055
-138.25,-25.3125,26.25,-0.1049805,-0.1845703,0.8818359,0.300293,0.09082031,-0.5581055
-133.5625,-30.8125,37.25,-0.08496094,-0.2026367,0.8857422,0.300293,0.09082031,-0.5581055
-130.125,-32.75,46.5,-0.06152344,-0.2167969,0.9248047,0.300293,0.09082031,-0.5581055
-129.625,-32.6875,53.4375,-0.04199219,-0.2216797,0.9326172,0.300293,0.09082031,-0.5581055
-128.125,-32.5625,57.125,-0.03662109,-0.284668,0.9267578,0.296875,0.109375,-0.5439453
-128.0625,-33,58.5625,-0.05273438,-0.3208008,0.949707,0.296875,0.109375,-0.5439453
-125.4375,-33.0625,57.4375,-0.05664063,-0.3837891,0.980957,0.296875,0.109375,-0.5439453
-121.75,-32.875,53.3125,-0.06152344,-0.4287109,1.042969,0.2993164,0.1225586,-0.5424805
-116.5625,-31.125,45.6875,-0.05859375,-0.4179688,1.020996,0.2993164,0.1225586,-0.5424805
-113.125,-30.9375,35.0625,-0.03955078,-0.4418945,1.051758,0.2993164,0.1225586,-0.5424805
-108.3125,-28.375,24.375,-0.02294922,-0.4277344,1.013672,0.2910156,0.1337891,-0.5371094
-104,-26.0625,13.0625,-0.00390625,-0.4238281,1.016602,0.2910156,0.1337891,-0.5371094
-100.875,-19.625,3.625,0.04052734,-0.3999023,0.9868164,0.2910156,0.1337891,-0.5371094
-101,-13.1875,-3.375,0.04882813,-0.3979492,0.9086914,0.2910156,0.1337891,-0.5371094
-104.9375,-8.8125,-8,0.05273438,-0.3989258,0.8847656,0.293457,0.1411133,-0.5385742
-110.375,-3.875,-9.5,0.05859375,-0.4208984,0.8945313,0.293457,0.1411133,-0.5385742
-115,3.3125,-8.6875,0.08251953,-0.4145508,0.8706055,0.293457,0.1411133,-0.5385742
-116.8125,4.5625,-6.875,0.08789063,-0.421875,0.8925781,0.2958984,0.159668,-0.5302734
-115.75,6.5625,-4.4375,0.01367188,-0.4438477,0.8837891,0.2958984,0.159668,-0.5302734
-115.5,7.1875,-0.5,-0.009765625,-0.4438477,0.8369141,0.2958984,0.159668,-0.5302734
-119.3125,7.0625,1.4375,0.05566406,-0.3808594,0.8486328,0.2944336,0.1606445,-0.5244141
-121.4375,7.0625,4.8125,0.05566406,-0.3618164,0.8046875,0.2944336,0.1606445,-0.5244141
-124.6875,5.375,10.3125,0.04980469,-0.3818359,0.7929688,0.2944336,0.1606445,-0.5244141
-128.875,5.6875,14.9375,0.04199219,-0.5,0.8149414,0.2944336,0.1606445,-0.5244141
-130.5625,5.3125,21.25,0.009765625,-0.5795898,0.8808594,0.2885742,0.1708984,-0.5229492
-128.875,7,28.875,0.01660156,-0.5888672,0.8916016,0.2885742,0.1708984,-0.5229492
-126.875,8.75,34.375,0.02099609,-0.5776367,0.8969727,0.2885742,0.1708984,-0.5229492
-122.5625,6.3125,38.25,-0.0078125,-0.5727539,0.8837891,0.3051758,0.1791992,-0.5146484
-116.875,1.5625,40.9375,-0.01953125,-0.5688477,0.8925781,0.3051758,0.1791992,-0.5146484
-107.625,-2.875,42.9375,-0.03173828,-0.5639648,0.9238281,0.3051758,0.1791992,-0.5146484
-98.3125,-8.75,44.25,-0.02880859,-0.574707,0.8725586,0.3076172,0.1918945,-0.5175781
-89.9375,-12.625,45.5625,-0.01855469,-0.6015625,0.8999023,0.3076172,0.1918945,-0.5175781
-83.6875,-13.3125,45.375,0.01660156,-0.59375,0.8959961,0.3076172,0.1918945,-0.5175781
-79.875,-10.125,43.75,0.03271484,-0.5527344,0.8759766,0.3076172,0.1918945,-0.5175781
-80.5,-5.125,39.9375,0.06298828,-0.5288086,0.8476563,0.3076172,0.1918945,-0.5175781
-82.5,-1.0625,35.9375,0.09472656,-0.4785156,0.8549805,0.3076172,0.1918945,-0.5175781
-83.75,5.125,31.375,0.1049805,-0.4658203,0.8466797,0.3076172,0.1918945,-0.5175781
-85.9375,10.25,26.5,0.09277344,-0.4736328,0.8486328,0.3076172,0.2104492,-0.496582
-88.125,14.25,22.625,0.06689453,-0.5107422,0.8588867,0.3076172,0.2104492,-0.496582
-89.6875,18.3125,18,0.05078125,-0.4946289,0.8569336,0.3076172,0.2104492,-0.496582
-89.4375,22.8125,12.25,0.03173828,-0.4785156,0.8657227,0.3085938,0.2163086,-0.4980469
-90.0625,27,4.625,0.01074219,-0.4355469,0.8408203,0.3085938,0.2163086,-0.4980469
-91.0625,27.75,-1.375,0.008789063,-0.4145508,0.8198242,0.3085938,0.2163086,-0.4980469
-91.4375,26.1875,-7.8125,-0.01855469,-0.4238281,0.815918,0.3154297,0.222168,-0.5024414
-93.1875,24.4375,-11.125,-0.0546875,-0.456543,0.7729492,0.3154297,0.222168,-0.5024414
-97.5,21.9375,-13.4375,-0.07080078,-0.4555664,0.7597656,0.3154297,0.222168,-0.5024414
-101.5625,19.1875,-15.5,-0.1049805,-0.4736328,0.7675781,0.3154297,0.222168,-0.5024414
-105,16.4375,-17.375,-0.1518555,-0.4848633,0.7807617,0.3144531,0.2290039,-0.4951172
-108.125,15,-19.8125,-0.1748047,-0.4829102,0.7797852,0.3144531,0.2290039,-0.4951172
-112.125,11.8125,-23.0625,-0.2036133,-0.4765625,0.7529297,0.3144531,0.2290039,-0.4951172
-114.4375,5.1875,-26.5,-0.2368164,-0.5166016,0.7519531,0.3188477,0.2348633,-0.4912109
-114.5625,-1.8125,-27.375,-0.2646484,-0.5395508,0.7416992,0.3188477,0.2348633,-0.4912109
-115.375,-9.625,-26.8125,-0.2768555,-0.6137695,0.7539063,0.3188477,0.2348633,-0.4912109
-114.25,-16.625,-26.25,-0.2607422,-0.6538086,0.7709961,0.3203125,0.2441406,-0.4755859
-114.6875,-20.5,-24.4375,-0.2446289,-0.6748047,0.796875,0.3203125,0.2441406,-0.4755859
-114.625,-22.625,-22.3125,-0.2006836,-0.6757813,0.7685547,0.3203125,0.2441406,-0.4755859
-115.5,-26,-19.5625,-0.1679688,-0.6738281,0.7397461,0.3203125,0.2441406,-0.4755859
-117.625,-30.125,-14.6875,-0.125,-0.6928711,0.746582,0.3212891,0.2514648,-0.4672852
-117.125,-28.8125,-7.625,-0.09277344,-0.7387695,0.7719727,0.3212891,0.2514648,-0.4672852
-115.4375,-26.5,-0.4375,-0.07958984,-0.7905273,0.7929688,0.3212891,0.2514648,-0.4672852
-113,-24.125,7.8125,-0.06152344,-0.8027344,0.7568359,0.3203125,0.2626953,-0.4633789
-112.5625,-23.625,15.25,-0.02294922,-0.784668,0.7597656,0.3203125,0.2626953,-0.4633789
-109.5625,-19.9375,18.9375,-0.02783203,-0.7885742,0.7729492,0.3203125,0.2626953,-0.4633789
-108.1875,-16.9375,20.8125,-0.04980469,-0.7949219,0.7807617,0.3134766,0.2661133,-0.4633789
-106.375,-14.0625,20.25,-0.07470703,-0.7856445,0.7568359,0.3134766,0.2661133,-0.4633789
-105.8125,-11.375,16.875,-0.07373047,-0.7387695,0.7138672,0.3134766,0.2661133,-0.4633789
-107.0625,-10,12.8125,-0.08691406,-0.7246094,0.7055664,0.3134766,0.2661133,-0.4633789
-109.75,-8.1875,7.4375,-0.08789063,-0.6977539,0.6889648,0.3134766,0.2661133,-0.4633789
-112.75,-10.25,4.6875,-0.08154297,-0.7158203,0.6806641,0.3134766,0.2661133,-0.4633789
-115.0625,-8.75,3.6875,-0.112793,-0.7265625,0.6977539,0.3134766,0.2661133,-0.4633789
-117.0625,-7.875,5.3125,-0.1489258,-0.7617188,0.6469727,0.3154297,0.2851563,-0.4438477
-119.625,-10.6875,8.375,-0.1577148,-0.7807617,0.6376953,0.3154297,0.2851563,-0.4438477
-122.875,-12.75,11,-0.1748047,-0.8115234,0.5957031,0.3154297,0.2851563,-0.4438477
-124.6875,-18.9375,12.5,-0.1738281,-0.8295898,0.6469727,0.3134766,0.2929688,-0.4438477
-124.9375,-21.1875,13.3125,-0.1669922,-0.8349609,0.6616211,0.3134766,0.2929688,-0.4438477
-123.25,-23.9375,12.375,-0.159668,-0.8549805,0.6508789,0.3134766,0.2929688,-0.4438477
-121.6875,-26.9375,11.1875,-0.1518555,-0.8916016,0.659668,0.3134766,0.2929688,-0.4438477
-122.125,-27,8.9375,-0.1416016,-0.8759766,0.6416016,0.3134766,0.2929688,-0.4438477
-121.0625,-25.75,4.9375,-0.1186523,-0.8476563,0.6645508,0.3134766,0.2929688,-0.4438477
-121.9375,-23.9375,-0.1875,-0.112793,-0.8237305,0.6469727,0.3134766,0.2929688,-0.4438477
-122.0625,-21.1875,-5.5,-0.08398438,-0.8276367,0.6459961,0.3154297,0.3056641,-0.4199219
-123.1875,-16.5,-10,-0.07470703,-0.8066406,0.6147461,0.3154297,0.3056641,-0.4199219
-121.1875,-16.4375,-13.4375,-0.04394531,-0.7856445,0.6679688,0.3154297,0.3056641,-0.4199219
-117.875,-10.5625,-15.25,-0.01171875,-0.7719727,0.6357422,0.3120117,0.3149414,-0.4086914
-116.5625,-9.375,-14.875,-0.09277344,-0.7998047,0.6118164,0.3120117,0.3149414,-0.4086914
-117.75,-5.25,-8.375,-0.07861328,-0.8115234,0.4985352,0.3120117,0.3149414,-0.4086914
-118.4375,-13.5625,-10.625,0.04980469,-0.7739258,0.4785156,0.3095703,0.3164063,-0.4086914
-113.8125,-15.5625,-8.5625,-0.009765625,-0.8496094,0.6367188,0.3095703,0.3164063,-0.4086914
-106.625,-10.5,-4.1875,-0.02392578,-0.8925781,0.6088867,0.3095703,0.3164063,-0.4086914
-99.9375,-9.0625,-1.0625,-0.06054688,-0.9208984,0.5639648,0.3095703,0.3164063,-0.4086914
-98.75,-12.5,4.0625,-0.1088867,-1.004883,0.4956055,0.3110352,0.3300781,-0.3989258
-98.5625,-16.75,9.25,-0.1196289,-1.009766,0.4716797,0.3110352,0.3300781,-0.3989258
-98.6875,-21.3125,13.3125,-0.1518555,-1.013672,0.487793,0.3110352,0.3300781,-0.3989258
-97.9375,-24.375,13.875,-0.1708984,-0.9536133,0.5107422,0.3120117,0.3349609,-0.3920898
-97.1875,-28.1875,12.6875,-0.1708984,-0.9296875,0.5087891,0.3120117,0.3349609,-0.3920898
-95.1875,-28.5,10.8125,-0.1655273,-0.9145508,0.5068359,0.3120117,0.3349609,-0.3920898
-91.9375,-28.3125,9.875,-0.1479492,-0.8959961,0.5405273,0.3154297,0.3408203,-0.3862305
-86.6875,-23.125,8.9375,-0.1396484,-0.8808594,0.625,0.3154297,0.3408203,-0.3862305
-74.875,-16.625,11.4375,-0.2197266,-0.8608398,0.03955078,0.3154297,0.3408203,-0.3862305
-77.75,-42.125,13.25,-0.1586914,-0.9736328,0.3818359,0.3154297,0.3408203,-0.3862305
-77.875,-44.625,15.5625,-0.09863281,-1.000977,0.4125977,0.3154297,0.3408203,-0.3862305
-75.8125,-37.125,12.75,-0.03955078,-0.9355469,0.4829102,0.3154297,0.3408203,-0.3862305
-76.3125,-33.5,6.6875,-0.05664063,-0.9799805,0.4296875,0.3154297,0.3408203,-0.3862305
-76.1875,-29.75,1.5625,-0.08251953,-1.011719,0.4389648,0.3144531,0.3476563,-0.3740234
-76.5,-27.8125,-3.625,-0.09375,-1.048828,0.4345703,0.3144531,0.3476563,-0.3740234
-75.125,-24.75,-7.9375,-0.09863281,-1.071777,0.4345703,0.3144531,0.3476563,-0.3740234
-72.625,-21.625,-11.625,-0.08691406,-1.09082,0.4467773,0.3144531,0.3569336,-0.3583984
-70.4375,-18.5,-13.75,-0.07958984,-1.071777,0.4179688,0.3144531,0.3569336,-0.3583984
-67.375,-17.5,-17.0625,-0.07177734,-1.063965,0.4169922,0.3144531,0.3569336,-0.3583984
-64.6875,-15,-18.6875,-0.03955078,-1.048828,0.4018555,0.3144531,0.3569336,-0.3583984
-61.625,-12.375,-19.9375,-0.01855469,-1.055664,0.3979492,0.3144531,0.3569336,-0.3583984
-59.5,-9.125,-18,-0.01171875,-1.05957,0.3457031,0.3144531,0.3569336,-0.3583984
-57.6875,-8.0625,-16.125,-0.03759766,-1.054688,0.3398438,0.3144531,0.3569336,-0.3583984
-56.8125,-8.5625,-13.6875,-0.07177734,-1.052734,0.3598633,0.3051758,0.3544922,-0.3544922
-54.9375,-8.0625,-13,-0.08789063,-1.035645,0.3725586,0.3051758,0.3544922,-0.3544922
-50.125,-9.5625,-11.5625,-0.1049805,-1.051758,0.3798828,0.3051758,0.3544922,-0.3544922
-46.25,-13.5625,-9.5625,-0.1225586,-1.075684,0.3139648,0.3017578,0.3579102,-0.3461914
-43.75,-21.375,-9,-0.1108398,-1.091797,0.315918,0.3017578,0.3579102,-0.3461914
-43.75,-26.25,-8.125,-0.08496094,-1.08252,0.3017578,0.3017578,0.3579102,-0.3461914
-44.875,-30.1875,-8.6875,-0.05078125,-1.047852,0.3198242,0.3061523,0.3618164,-0.3374023
-46.625,-29.625,-11.1875,-0.04199219,-1.015625,0.3256836,0.3061523,0.3618164,-0.3374023
-48.125,-29.6875,-14.5,-0.01464844,-0.9916992,0.355957,0.3061523,0.3618164,-0.3374023
-48.9375,-26.9375,-17.4375,0,-1.013672,0.3666992,0.3061523,0.3618164,-0.3374023
-47,-26.1875,-18.3125,0.004882813,-1.026855,0.3696289,0.2958984,0.3686523,-0.3417969
-44.5625,-23,-20,0.02490234,-1.020996,0.3798828,0.2958984,0.3686523,-0.3417969
-41.25,-19.5,-21.125,0.05078125,-0.9887695,0.3828125,0.2958984,0.3686523,-0.3417969
-40.1875,-15.4375,-24.0625,0.06298828,-0.9736328,0.3847656,0.2958984,0.3671875,-0.3364258
-38.125,-10.3125,-27.1875,0.06982422,-0.9589844,0.3867188,0.2958984,0.3671875,-0.3364258
-37.375,-4.4375,-28.625,0.07666016,-0.9526367,0.4296875,0.2958984,0.3671875,-0.3364258
-37.1875,1.0625,-29.4375,0.07373047,-0.9326172,0.390625,0.2944336,0.3662109,-0.3320313
-37,5.0625,-29.1875,0.06884766,-0.9047852,0.3647461,0.2944336,0.3662109,-0.3320313
-36.0625,8.1875,-28.6875,0.06152344,-0.8847656,0.375,0.2944336,0.3662109,-0.3320313
-34.8125,11.5,-28.25,0.0546875,-0.8676758,0.3666992,0.2944336,0.3662109,-0.3320313
-33.625,12.875,-28.1875,0.05371094,-0.8706055,0.371582,0.293457,0.3686523,-0.3276367
-31.625,14.1875,-29,0.03857422,-0.8657227,0.3886719,0.293457,0.3686523,-0.3276367
-30.4375,16.4375,-31.75,0.02197266,-0.8618164,0.3989258,0.293457,0.3686523,-0.3276367
-28.9375,19.375,-35.25,0.006835938,-0.8349609,0.3916016,0.2900391,0.3671875,-0.3291016
-29,23.875,-40.125,-0.006835938,-0.8085938,0.3666992,0.2900391,0.3671875,-0.3291016
-30.875,25.875,-43.9375,-0.06298828,-0.7998047,0.3618164,0.2900391,0.3671875,-0.3291016
-33.6875,27,-48.625,-0.1367188,-0.824707,0.3588867,0.2924805,0.3730469,-0.3222656
-35.5,25.375,-51.5,-0.1767578,-0.8339844,0.3598633,0.2924805,0.3730469,-0.3222656
-36.0625,21.8125,-53.25,-0.2299805,-0.8369141,0.3759766,0.2924805,0.3730469,-0.3222656
-34.3125,16.5625,-53.875,-0.2539063,-0.8256836,0.3818359,0.2924805,0.3730469,-0.3222656
-32.5625,8.875,-53.0625,-0.2519531,-0.8276367,0.3676758,0.2924805,0.3730469,-0.3222656
-30.125,2.625,-50.3125,-0.246582,-0.831543,0.3598633,0.2924805,0.3730469,-0.3222656
-29.625,-3.9375,-46.5,-0.2138672,-0.8139648,0.3569336,0.2924805,0.3730469,-0.3222656
-29.25,-9.5,-44.625,-0.1948242,-0.8129883,0.3217773,0.269043,0.3789063,-0.3276367
-31.3125,-16.0625,-41.8125,-0.1357422,-0.8227539,0.2929688,0.269043,0.3789063,-0.3276367
-33.5625,-18.5625,-39.4375,-0.07373047,-0.8237305,0.296875,0.269043,0.3789063,-0.3276367
-38.375,-20.5,-36.8125,-0.046875,-0.8276367,0.2885742,0.2714844,0.3803711,-0.3178711
-43.4375,-21.625,-36.0625,0.005859375,-0.8427734,0.2836914,0.2714844,0.3803711,-0.3178711
-47.875,-21.125,-35.1875,0.07275391,-0.84375,0.2617188,0.2714844,0.3803711,-0.3178711
-53.1875,-19.8125,-35.375,0.1166992,-0.8535156,0.2636719,0.2680664,0.3710938,-0.3081055
-56.5625,-19.625,-35.3125,0.1777344,-0.8549805,0.2368164,0.2680664,0.3710938,-0.3081055
-60,-20,-34.625,0.2045898,-0.8725586,0.2397461,0.2680664,0.3710938,-0.3081055
-61.3125,-19.75,-36.125,0.2529297,-0.8798828,0.265625,0.2680664,0.3710938,-0.3081055
-61.625,-16.375,-36.75,0.2827148,-0.8837891,0.2949219,0.2641602,0.3754883,-0.3041992
-60.875,-12.5,-38.875,0.2978516,-0.8818359,0.2939453,0.2641602,0.3754883,-0.3041992
-60.9375,-8.625,-39.25,0.3178711,-0.9057617,0.2827148,0.2641602,0.3754883,-0.3041992
-60.375,-3.3125,-38.25,0.3178711,-0.9448242,0.3115234,0.265625,0.3754883,-0.2998047
-58.6875,2.125,-35.6875,0.3237305,-0.980957,0.3085938,0.265625,0.3754883,-0.2998047
-55.5,6.8125,-31.25,0.3076172,-1.001953,0.3017578,0.265625,0.3754883,-0.2998047
-52.125,10.625,-25.4375,0.2788086,-0.9985352,0.315918,0.2597656,0.3662109,-0.2998047
-47.4375,11.9375,-17.9375,0.2548828,-1.003906,0.3115234,0.2597656,0.3662109,-0.2998047
-42.375,13.25,-11.9375,0.1845703,-1,0.3056641,0.2597656,0.3662109,-0.2998047
-39,12,-6.1875,0.1279297,-1.010742,0.2866211,0.2597656,0.3662109,-0.2998047
-36.5625,9.25,-0.875,0.1025391,-1.011719,0.2919922,0.2631836,0.3779297,-0.2958984
-34.3125,5.6875,3.1875,0.05761719,-0.9975586,0.3076172,0.2631836,0.3779297,-0.2958984
-33.6875,3,5.75,0.02978516,-0.9829102,0.3056641,0.2631836,0.3779297,-0.2958984
-32.125,-1.25,7.875,0.01464844,-0.987793,0.3198242,0.2631836,0.3823242,-0.2958984
-30.75,-5.3125,9.9375,0.0009765625,-0.996582,0.3208008,0.2631836,0.3823242,-0.2958984
-27.875,-9.25,12.875,-0.0078125,-1.004883,0.3085938,0.2631836,0.3823242,-0.2958984
-25.5,-11.4375,14.125,0,-1.015625,0.3017578,0.2700195,0.3847656,-0.2832031
-23.5,-14,15.375,0.005859375,-1.026855,0.2905273,0.2700195,0.3847656,-0.2832031
-22.1875,-15.125,15.8125,0.01269531,-1.055664,0.3037109,0.2700195,0.3847656,-0.2832031
-19.5,-14.1875,15.5,0.015625,-1.057617,0.296875,0.2700195,0.3847656,-0.2832031
-17.3125,-12.3125,15.1875,0.02978516,-1.070801,0.2856445,0.2700195,0.3847656,-0.2832031
-16.0625,-10.25,15.375,0.02392578,-1.09375,0.2905273,0.2700195,0.3847656,-0.2832031
-15.0625,-7.75,16.125,0.03369141,-1.10791,0.2856445,0.2700195,0.3847656,-0.2832031
-13.625,-7.1875,17.25,0.01953125,-1.108887,0.2558594,0.269043,0.3837891,-0.2832031
-13.625,-7.25,18.9375,0.01660156,-1.095703,0.2529297,0.269043,0.3837891,-0.2832031
-13.9375,-6.5625,18.9375,-0.002929688,-1.069824,0.2587891,0.269043,0.3837891,-0.2832031
-14.9375,-5.1875,16.9375,-0.01074219,-1.050781,0.2695313,0.2700195,0.3779297,-0.277832
-15.8125,-4.125,13.6875,-0.02490234,-1.042969,0.2958984,0.2700195,0.3779297,-0.277832
-14.9375,-3.75,9.25,-0.02099609,-1.040527,0.2958984,0.2700195,0.3779297,-0.277832
-15.25,-2.6875,4.625,-0.01269531,-1.019531,0.2905273,0.2749023,0.387207,-0.284668
-17.1875,-0.5,0.75,-0.002929688,-1.004883,0.2695313,0.2749023,0.387207,-0.284668
-18.1875,-0.4375,-3.3125,0.0078125,-1.000977,0.2646484,0.2749023,0.387207,-0.284668
-19.9375,0.1875,-6,0.01171875,-1.019531,0.2578125,0.2749023,0.387207,-0.284668
-21.3125,-0.3125,-7,0.01171875,-1.023926,0.2646484,0.269043,0.3847656,-0.2788086
-19.25,-1.375,-7.125,0.01171875,-1.024902,0.2587891,0.269043,0.3847656,-0.2788086
-17,-3.8125,-5.1875,0.005859375,-1.039551,0.2558594,0.269043,0.3847656,-0.2788086
-13.875,-5.375,-2.3125,0.006835938,-1.054688,0.2578125,0.2734375,0.3803711,-0.2817383
-10.4375,-8.25,1.125,0.01171875,-1.072754,0.2558594,0.2734375,0.3803711,-0.2817383
-7.4375,-11.8125,4.6875,0.01171875,-1.084961,0.2568359,0.2734375,0.3803711,-0.2817383
-2.8125,-14.0625,7.8125,0.01855469,-1.084961,0.2519531,0.2680664,0.387207,-0.284668
-0.75,-15.25,8.8125,0.02490234,-1.070801,0.2387695,0.2680664,0.387207,-0.284668
0.8125,-16.125,7.8125,0.05371094,-1.022949,0.2299805,0.2680664,0.387207,-0.284668
1.5,-17.4375,6.8125,0.06494141,-1.009766,0.2285156,0.2680664,0.387207,-0.284668
3.25,-18.1875,5.75,0.08251953,-1.019531,0.2128906,0.2773438,0.3813477,-0.2719727
4.5625,-19.5625,5.625,0.09179688,-1.023926,0.206543,0.2773438,0.3813477,-0.2719727
6.4375,-20.375,6.5,0.1079102,-1.035645,0.2167969,0.2773438,0.3813477,-0.2719727
9.5,-21.0625,7.625,0.1035156,-1.044922,0.2128906,0.2666016,0.3896484,-0.2763672
13,-21.75,8.9375,0.1025391,-1.060547,0.2387695,0.2666016,0.3896484,-0.2763672
17.9375,-19.375,11.125,0.08886719,-1.07373,0.2426758,0.2666016,0.3896484,-0.2763672
22.625,-19.75,12.9375,0.06982422,-1.083984,0.2485352,0.2724609,0.3857422,-0.2788086
27.0625,-19.625,15.125,0.05957031,-1.080566,0.2646484,0.2724609,0.3857422,-0.2788086
32.4375,-20.3125,16.375,0.03955078,-1.063965,0.2719727,0.2724609,0.3857422,-0.2788086
36.5,-20.75,17.5,0.03955078,-1.028809,0.2558594,0.2724609,0.3857422,-0.2788086
39.0625,-21.3125,17.75,0.03173828,-0.996582,0.2675781,0.2724609,0.3857422,-0.2788086
41.375,-23.25,18.625,0.02490234,-0.9926758,0.2587891,0.2724609,0.3857422,-0.2788086
44.75,-25,20.5,0.015625,-0.9858398,0.2675781,0.2724609,0.3857422,-0.2788086
47.6875,-26.8125,24.3125,0.006835938,-0.9887695,0.2666016,0.2758789,0.3837891,-0.2861328
51.5,-28.1875,28.3125,0.005859375,-0.9829102,0.2685547,0.2758789,0.3837891,-0.2861328
53.4375,-30.8125,32.4375,-0.0009765625,-0.9887695,0.2666016,0.2758789,0.3837891,-0.2861328
56.9375,-31.9375,35.0625,0.001953125,-1.000977,0.2885742,0.2734375,0.3813477,-0.2875977
60.75,-32.9375,37.1875,-0.005859375,-1.023926,0.2998047,0.2734375,0.3813477,-0.2875977
65.25,-31.6875,38.1875,-0.01074219,-1.032715,0.3037109,0.2734375,0.3813477,-0.2875977
67.6875,-31.6875,37.375,-0.001953125,-1.041992,0.3115234,0.2734375,0.3813477,-0.2875977
71.25,-30,34.875,0.01074219,-1.029785,0.3256836,0.2734375,0.3813477,-0.2875977
73,-25.5625,31.4375,0.03662109,-1.016602,0.3188477,0.2734375,0.3813477,-0.2875977
74.625,-20.4375,28.3125,0.04492188,-1.007813,0.315918,0.2734375,0.3813477,-0.2875977
74.125,-16.9375,26.375,0.06396484,-1.019531,0.3105469,0.2817383,0.3764648,-0.2973633
74.5,-10.6875,24.5625,0.05371094,-1.007813,0.324707,0.2817383,0.3764648,-0.2973633
76,-5,23.375,0.04980469,-1.009766,0.3286133,0.2817383,0.3764648,-0.2973633
77.6875,1.375,22.625,0.04052734,-0.9858398,0.3295898,0.2851563,0.3764648,-0.3012695
80.5,4.4375,20.875,0.04394531,-1.008789,0.331543,0.2851563,0.3764648,-0.3012695
80.75,8.5625,21,0.02099609,-1.004883,0.331543,0.2851563,0.3764648,-0.3012695
82.4375,10.8125,20.875,0.006835938,-1.027832,0.324707,0.2866211,0.3686523,-0.3041992
83.4375,12.75,21.6875,-0.008789063,-1.032715,0.3408203,0.2866211,0.3686523,-0.3041992
82.9375,13.1875,22.5,-0.02587891,-1.036621,0.3457031,0.2866211,0.3686523,-0.3041992
87.5,13.875,23.5,-0.04394531,-1.038574,0.3427734,0.2866211,0.3686523,-0.3041992
88.1875,14,25.75,-0.04980469,-1.044922,0.3266602,0.2841797,0.3652344,-0.3237305
88.3125,11.625,28.5625,-0.04589844,-1.038574,0.3227539,0.2841797,0.3652344,-0.3237305
87.8125,8.75,30.5625,-0.06689453,-1.040527,0.3295898,0.2841797,0.3652344,-0.3237305
89,7.5625,32,-0.06494141,-1.032715,0.3569336,0.2900391,0.3754883,-0.3276367
94.125,6.875,33,-0.07373047,-1.030762,0.3637695,0.2900391,0.3754883,-0.3276367
92.4375,5.6875,32.875,-0.08398438,-1.025879,0.3598633,0.2900391,0.3754883,-0.3276367
92.4375,3.875,30.5625,-0.09277344,-1.026855,0.3759766,0.296875,0.3652344,-0.3334961
94.375,2.375,29.75,-0.09960938,-1.031738,0.3818359,0.296875,0.3652344,-0.3334961
97.875,-1.25,28.6875,-0.1088867,-1.025879,0.3916016,0.296875,0.3652344,-0.3334961
100.4375,-5.3125,28.125,-0.1157227,-1.030762,0.3925781,0.296875,0.3652344,-0.3334961
103.6875,-10.25,27.5625,-0.1137695,-1.020996,0.4208984,0.296875,0.3652344,-0.3334961
