Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
26.8125,5.875,178.5,-0.1425781,-0.4799805,0.9438477,0.2983398,0.06884766,-0.5581055
37,6.5625,193.75,-0.1088867,-0.3969727,1.001953,0.2983398,0.06884766,-0.5581055
41.6875,0.0625,202.5625,-0.1147461,-0.315918,0.9077148,0.2983398,0.06884766,-0.5581055
45.875,-5.1875,204.4375,-0.1176758,-0.2236328,0.9975586,0.293457,0.06054688,-0.5566406
47.4375,-9.625,200.375,-0.1147461,-0.2216797,1.056641,0.293457,0.06054688,-0.5566406
48,-12.375,192.25,-0.09570313,-0.199707,1.029785,0.293457,0.06054688,-0.5566406
45.6875,-11.375,182.3125,-0.08691406,-0.2119141,1.010742,0.2944336,0.06054688,-0.5620117
44.375,-9.625,172.125,-0.03759766,-0.2119141,1.004883,0.2944336,0.06054688,-0.5620117
38.875,-5.1875,161.625,-0.02197266,-0.2226563,1.013672,0.2944336,0.06054688,-0.5620117
33.125,-1.9375,151.875,0.04882813,-0.190918,1.012695,0.2944336,0.06054688,-0.5620117
32.3125,1.3125,152.5,0.04785156,-0.1445313,0.9458008,0.2944336,0.06054688,-0.5620117
33.375,-1.5625,153.625,0.02880859,-0.1108398,0.9116211,0.2944336,0.06054688,-0.5620117
33.125,-7.0625,156.3125,0.01757813,-0.125,0.9365234,0.2944336,0.06054688,-0.5620117
35.5625,-11.1875,157.9375,0.005859375,-0.1225586,0.9677734,0.2944336,0.05615234,-0.5634766
38.3125,-12.5,157.4375,-0.03662109,-0.1459961,0.9667969,0.2944336,0.05615234,-0.5634766
38.6875,-16.4375,155.875,-0.04492188,-0.1508789,0.9765625,0.2944336,0.05615234,-0.5634766
38.75,-20.3125,151.8125,-0.08398438,-0.1748047,1.007813,0.296875,0.05126953,-0.5634766
39.0625,-19.5,148,-0.1108398,-0.2089844,1.05957,0.296875,0.05126953,-0.5634766
36.5,-19,142.25,-0.1289063,-0.2158203,1.063965,0.296875,0.05126953,-0.5634766
32.125,-18.5,137.125,-0.1577148,-0.1967773,1.058594,0.296875,0.05126953,-0.5634766
27.375,-18.3125,133.1875,-0.1948242,-0.1748047,1.084961,0.296875,0.05126953,-0.5634766
26.625,-18.6875,132.0625,-0.206543,-0.1557617,1.098633,0.296875,0.05126953,-0.5634766
28.5,-19,130.4375,-0.2329102,-0.1435547,1.152832,0.296875,0.05126953,-0.5634766
31.5625,-17.75,130,-0.21875,-0.1445313,1.143555,0.3017578,0.046875,-0.5776367
35.9375,-17.0625,130.875,-0.1958008,-0.1425781,1.116699,0.3017578,0.046875,-0.5776367
40.5,-18,135.0625,-0.1928711,-0.1757813,1.07666,0.3017578,0.046875,-0.5776367
45.0625,-20.625,142.375,-0.1679688,-0.1606445,1.077637,0.3037109,0.04101563,-0.574707
50.125,-23.625,149.25,-0.152832,-0.1347656,1.077637,0.3037109,0.04101563,-0.574707
54.6875,-26.5625,154,-0.1367188,-0.03466797,1.063965,0.3037109,0.04101563,-0.574707
57.875,-26.8125,148,-0.1289063,0.07373047,1.028809,0.3061523,0.03515625,-0.5693359
57.25,-26.9375,148.1875,-0.1269531,-0.01367188,1.045898,0.3061523,0.03515625,-0.5693359
52.25,-27.1875,146.125,-0.09863281,0.06884766,0.9707031,0.3061523,0.03515625,-0.5693359
46.9375,-26.3125,140.1875,-0.08691406,0.08789063,1.050781,0.3061523,0.03515625,-0.5693359
40.6875,-21.625,133.5625,-0.06787109,0.1025391,1.058594,0.3027344,0.03515625,-0.574707
34.1875,-16.9375,125,-0.05957031,0.08154297,1.031738,0.3027344,0.03515625,-0.574707
27.5,-16.5,120.3125,-0.07080078,-0.0078125,0.9248047,0.3027344,0.03515625,-0.574707
17.6875,-20.6875,119.6875,-0.07373047,-0.03564453,0.8857422,0.3051758,0.03271484,-0.5693359
12.0625,-24.4375,117.625,-0.02587891,-0.03173828,0.9555664,0.3051758,0.03271484,-0.5693359
8.375,-27.8125,114.75,-0.02490234,-0.02099609,1.007813,0.3051758,0.03271484,-0.5693359
7.9375,-29,110.625,-0.02587891,-0.015625,1.030762,0.3061523,0.02929688,-0.5732422
9.0625,-26.875,107,-0.02685547,-0.02392578,1.038574,0.3061523,0.02929688,-0.5732422
10.25,-26.3125,105.125,-0.01855469,-0.02685547,1.031738,0.3061523,0.02929688,-0.5732422
9.875,-25,105.8125,-0.01953125,-0.01367188,1.011719,0.3061523,0.02929688,-0.5732422
9.25,-23.5625,108.4375,-0.04394531,-0.006835938,1.029785,0.3061523,0.02929688,-0.5732422
10.1875,-23.5625,111.9375,-0.06396484,-0.01074219,1.042969,0.3061523,0.02929688,-0.5732422
11.1875,-22.9375,114.4375,-0.08398438,-0.02978516,1.068848,0.3061523,0.02929688,-0.5732422
13.0625,-23.4375,114.8125,-0.1118164,-0.04296875,1.067871,0.2924805,0.02734375,-0.5791016
13.6875,-21.25,113.6875,-0.1337891,-0.04785156,1.121582,0.2924805,0.02734375,-0.5791016
11.625,-19.9375,112.125,-0.1645508,-0.06054688,1.106934,0.2924805,0.02734375,-0.5791016
10,-17.625,110.3125,-0.1699219,-0.02099609,1.121582,0.2910156,0.03417969,-0.5791016
8.1875,-16.875,109.0625,-0.1845703,-0.02490234,1.102539,0.2910156,0.03417969,-0.5791016
9.125,-19.3125,110.875,-0.2246094,-0.02685547,1.125977,0.2910156,0.03417969,-0.5791016
12.25,-21.75,114.5625,-0.2329102,0.005859375,1.150879,0.2910156,0.03417969,-0.5791016
14.875,-23.875,117.8125,-0.2446289,0.04199219,1.156738,0.2910156,0.03417969,-0.5791016
15.875,-26.9375,121.0625,-0.2558594,0.1069336,1.064941,0.2910156,0.03417969,-0.5791016
13.8125,-32.1875,125.75,-0.2475586,0.1079102,0.9755859,0.2910156,0.03417969,-0.5791016
9.5,-41.4375,132.1875,-0.265625,0.08496094,0.9707031,0.2924805,0.02832031,-0.5859375
4.3125,-51.875,137.5625,-0.2338867,0.08789063,1.008789,0.2924805,0.02832031,-0.5859375
-0.5,-59.5,139.375,-0.2119141,0.08984375,0.9897461,0.2924805,0.02832031,-0.5859375
-7.125,-67.75,140.875,-0.1557617,0.07958984,0.9487305,0.2832031,0.02587891,-0.5844727
-15,-72.75,141.75,-0.1176758,0.02978516,0.9125977,0.2832031,0.02587891,-0.5844727
-25.625,-79.625,143.1875,-0.1005859,-0.02392578,0.9355469,0.2832031,0.02587891,-0.5844727
-34.5625,-88.5,142,-0.03173828,-0.0546875,0.9648438,0.2851563,0.02929688,-0.581543
-40,-91,139.375,0.02392578,-0.09472656,0.9726563,0.2851563,0.02929688,-0.581543
-42.3125,-95.9375,136.3125,0.05957031,-0.1196289,0.9716797,0.2851563,0.02929688,-0.581543
-42.3125,-96.375,134.5,0.1235352,-0.1425781,0.9555664,0.2851563,0.02929688,-0.581543
-41.4375,-97.375,133.375,0.1518555,-0.1635742,0.8549805,0.2749023,0.03662109,-0.5830078
-40.0625,-96.5625,133.1875,0.1767578,-0.1787109,0.8569336,0.2749023,0.03662109,-0.5830078
-37.6875,-94.5,133.875,0.2075195,-0.1879883,0.890625,0.2749023,0.03662109,-0.5830078
-34.125,-88.9375,133.3125,0.2548828,-0.2197266,0.8525391,0.2597656,0.04199219,-0.574707
-30.9375,-84.125,133.625,0.2685547,-0.2348633,0.8725586,0.2597656,0.04199219,-0.574707
-26.6875,-70.75,132.125,0.2397461,-0.2709961,1.001953,0.2597656,0.04199219,-0.574707
-18.25,-55.375,127,0.2109375,-0.277832,0.9697266,0.2583008,0.04443359,-0.574707
-11.9375,-41.5625,121.125,0.2109375,-0.2817383,1.022949,0.2583008,0.04443359,-0.574707
-5.9375,-27.75,115,0.1655273,-0.2685547,1.055664,0.2583008,0.04443359,-0.574707
-1.875,-14,109.875,0.1518555,-0.2578125,0.9765625,0.2583008,0.04443359,-0.574707
0.3125,-6.25,105.8125,0.1367188,-0.2426758,0.9228516,0.2563477,0.05273438,-0.5791016
-0.125,2.25,103.5625,0.1518555,-0.2275391,0.9399414,0.2563477,0.05273438,-0.5791016
-0.25,9.75,101.625,0.1479492,-0.1728516,0.8979492,0.2563477,0.05273438,-0.5791016
-2.4375,11.5625,100,0.1157227,-0.1567383,0.8579102,0.269043,0.04589844,-0.5791016
-8.0625,9.125,100.5,0.008789063,-0.125,0.9975586,0.269043,0.04589844,-0.5791016
-7.4375,12.4375,99.5625,0.02783203,0.0009765625,0.9985352,0.269043,0.04589844,-0.5791016
-8.125,18,94,-0.002929688,0.01367188,1.030762,0.269043,0.05029297,-0.5898438
-9.9375,26.125,87.5,-0.01464844,0.04589844,1.07666,0.269043,0.05029297,-0.5898438
-10.6875,33.25,78.75,-0.01269531,0.09667969,1.047852,0.269043,0.05029297,-0.5898438
-9,37.5,69.625,0.01464844,0.1176758,1.032715,0.269043,0.05029297,-0.5898438
-5.5625,40.0625,59.875,0.03564453,0.1079102,1.050781,0.269043,0.05029297,-0.5898438
-3.125,44.3125,50.5625,0.04882813,0.09667969,1.051758,0.269043,0.05029297,-0.5898438
-0.875,48.3125,42.3125,0.05175781,0.06494141,1.041992,0.269043,0.05029297,-0.5898438
1.1875,51.75,34.8125,0.04882813,0.04492188,1.019531,0.2724609,0.04931641,-0.5703125
2.1875,55.4375,26.8125,0.04492188,0.04492188,1.004883,0.2724609,0.04931641,-0.5703125
2.4375,58.25,19,0.04199219,0.02392578,0.996582,0.2724609,0.04931641,-0.5703125
3.3125,60.125,11.1875,0.01269531,0.001953125,0.96875,0.2783203,0.05517578,-0.5776367
2.5,59.9375,4.5,0.001953125,-0.0078125,0.9667969,0.2783203,0.05517578,-0.5776367
1.0625,59.0625,0.8125,-0.04296875,-0.04785156,0.9755859,0.2783203,0.05517578,-0.5776367
-0.6875,56.8125,-1.875,-0.06396484,-0.06054688,0.9526367,0.2866211,0.04785156,-0.5776367
-3.125,53.1875,-2.125,-0.07373047,-0.08398438,0.9179688,0.2866211,0.04785156,-0.5776367
-5.0625,45.75,1.0625,-0.1147461,-0.121582,0.9008789,0.2866211,0.04785156,-0.5776367
-8.8125,36,7.375,-0.1347656,-0.1586914,0.9116211,0.2866211,0.04785156,-0.5776367
-10.25,27.0625,13.5625,-0.1386719,-0.1557617,0.9545898,0.2866211,0.05273438,-0.5776367
-9.125,21.1875,19.1875,-0.1767578,-0.152832,1.031738,0.2866211,0.05273438,-0.5776367
-7.625,17.125,23.125,-0.1879883,-0.1206055,1.05957,0.2866211,0.05273438,-0.5776367
-5.75,13.6875,27.8125,-0.2197266,-0.1196289,1.05957,0.2924805,0.05029297,-0.5776367
-4,9.3125,33.625,-0.2319336,-0.1625977,1.078613,0.2924805,0.05029297,-0.5776367
0.3125,6,41.1875,-0.237793,-0.2148438,1.149902,0.2924805,0.05029297,-0.5776367
6.25,3.9375,49.125,-0.2626953,-0.2216797,1.170898,0.2924805,0.05029297,-0.5800781
15.5,-0.375,55.625,-0.2646484,-0.1889648,1.168945,0.2924805,0.05029297,-0.5800781
24.625,-5.625,63.5,-0.2719727,-0.1679688,1.166992,0.2924805,0.05029297,-0.5800781
33.5625,-11.875,71.9375,-0.2617188,-0.1518555,1.152832,0.2924805,0.05029297,-0.5800781
42.625,-16.4375,79.875,-0.230957,-0.1176758,1.132813,0.293457,0.04931641,-0.5913086
51.0625,-20.5625,88.1875,-0.2128906,-0.07763672,1.108887,0.293457,0.04931641,-0.5913086
56.9375,-26,94.625,-0.1806641,-0.06591797,1.088867,0.293457,0.04931641,-0.5913086
61.375,-28.25,99.75,-0.1196289,-0.04394531,1.05957,0.2958984,0.046875,-0.5800781
63.8125,-32.625,101.125,-0.08398438,-0.02880859,1.023926,0.2958984,0.046875,-0.5800781
65.75,-35.375,100.875,0.01855469,0.01074219,1,0.2958984,0.046875,-0.5800781
65.6875,-34.6875,95.5625,0.06396484,0.04785156,0.987793,0.2900391,0.04589844,-0.5859375
63,-30.5625,90.875,0.1079102,0.07177734,0.9648438,0.2900391,0.04589844,-0.5859375
58.4375,-27.625,84.25,0.152832,0.09863281,0.9047852,0.2900391,0.04589844,-0.5859375
51.9375,-27.25,77.125,0.1748047,0.1259766,0.8769531,0.2900391,0.04589844,-0.5859375
46.1875,-26.1875,70.75,0.190918,0.1176758,0.8696289,0.2900391,0.04589844,-0.5859375
39,-20.1875,64.125,0.2045898,0.140625,0.8598633,0.2900391,0.04589844,-0.5859375
31.5625,-14.1875,58.375,0.2006836,0.1557617,0.8359375,0.2900391,0.04589844,-0.5859375
23.6875,-10.1875,52,0.1918945,0.1679688,0.8579102,0.2924805,0.03173828,-0.5874023
19.0625,-9.1875,45.8125,0.171875,0.1835938,0.8979492,0.2924805,0.03173828,-0.5874023
18.3125,-3.6875,40.6875,0.1118164,0.1005859,0.9467773,0.2924805,0.03173828,-0.5874023
20.3125,1.125,41.125,0.05957031,0.03369141,0.9609375,0.293457,0.03271484,-0.5986328
20.8125,1.875,45,-0.02587891,-0.05371094,0.9926758,0.293457,0.03271484,-0.5986328
21.5,0.5625,51.875,-0.05957031,-0.1035156,1.083984,0.293457,0.03271484,-0.5986328
24.4375,0.3125,59.375,-0.140625,-0.1289063,1.144531,0.2832031,0.02832031,-0.5913086
29.375,-0.0625,66.5,-0.2036133,-0.1166992,1.187988,0.2832031,0.02832031,-0.5913086
36.6875,-0.625,74,-0.2265625,-0.1269531,1.189941,0.2832031,0.02832031,-0.5913086
44.625,-4.3125,83.875,-0.2827148,-0.1518555,1.163574,0.2832031,0.02832031,-0.5913086
51.5625,-10.6875,95.1875,-0.3378906,-0.190918,1.206543,0.2832031,0.02490234,-0.6054688
59.625,-16.5625,104.25,-0.3359375,-0.2026367,1.23291,0.2832031,0.02490234,-0.6054688
65.5625,-20.625,111.875,-0.3295898,-0.1987305,1.21875,0.2832031,0.02490234,-0.6054688
69.75,-24.5,115.75,-0.2709961,-0.1777344,1.167969,0.2841797,0.01904297,-0.5913086
70.1875,-29.1875,116.9375,-0.2416992,-0.1616211,1.083984,0.2841797,0.01904297,-0.5913086
69.6875,-33.4375,116.875,-0.1679688,-0.1606445,1.054688,0.2841797,0.01904297,-0.5913086
66.4375,-38.6875,115.8125,-0.08984375,-0.1787109,1.005859,0.2807617,0.01660156,-0.5874023
63.0625,-43,112.8125,-0.06396484,-0.1757813,0.9746094,0.2807617,0.01660156,-0.5874023
56.9375,-45.25,109.375,0.02197266,-0.1376953,0.9238281,0.2807617,0.01660156,-0.5874023
50.1875,-46.8125,104.4375,0.08886719,-0.09179688,0.8808594,0.2807617,0.01660156,-0.5874023
43.125,-48.8125,98.125,0.1196289,-0.06396484,0.8876953,0.2817383,0.009765625,-0.5913086
39.875,-49,92.75,0.1679688,-0.04492188,0.8837891,0.2817383,0.009765625,-0.5913086
38,-44.9375,86.5,0.199707,-0.008789063,0.8779297,0.2817383,0.009765625,-0.5913086
35.5625,-43.3125,81.0625,0.2138672,0.01757813,0.8828125,0.2758789,-0.0004882813,-0.5800781
33.1875,-40.25,74,0.2246094,0.04199219,0.8647461,0.2758789,-0.0004882813,-0.5800781
28,-37.8125,67,0.2099609,0.03857422,0.8149414,0.2758789,-0.0004882813,-0.5800781
20.75,-36.5625,60.875,0.2006836,0.04882813,0.7949219,0.2758789,0.001464844,-0.5874023
16.4375,-34.875,55.125,0.1967773,0.03564453,0.8486328,0.2758789,0.001464844,-0.5874023
13.9375,-30.9375,51.4375,0.1777344,-0.02099609,0.9057617,0.2758789,0.001464844,-0.5874023
11.5,-28.125,48.8125,0.1318359,-0.03564453,0.9467773,0.2758789,0.001464844,-0.5874023
9.1875,-23.5,46.8125,0.08398438,-0.01953125,1.004883,0.2758789,0.001464844,-0.5874023
5.4375,-18.5,44.1875,0.05175781,0.005859375,0.9936523,0.2758789,0.001464844,-0.5874023
-0.0625,-15.0625,42.25,-0.002929688,0.0009765625,1.027832,0.2758789,0.001464844,-0.5874023
-3.75,-13,42.25,-0.08056641,-0.001953125,1.068848,0.2700195,-0.0004882813,-0.581543
-6.1875,-10.9375,41,-0.06494141,0.0009765625,1.111816,0.2700195,-0.0004882813,-0.581543
-3.0625,-9.125,40.1875,-0.07958984,0.02392578,1.142578,0.2700195,-0.0004882813,-0.581543
1.5625,-4.6875,37.625,-0.07763672,0.03369141,1.155762,0.262207,0.006347656,-0.5888672
4,-1.5,34.625,-0.1225586,-0.05175781,1.186523,0.262207,0.006347656,-0.5888672
6.6875,-0.375,38.1875,-0.1269531,0.01171875,1.136719,0.262207,0.006347656,-0.5888672
14,-2.3125,41.25,-0.1186523,0.07275391,1.178711,0.262207,0.006347656,-0.5888672
22.8125,-1.0625,43.375,-0.1147461,0.07275391,1.179688,0.262207,0.006347656,-0.5888672
30.125,-2.4375,45.75,-0.09277344,0.06298828,1.147949,0.262207,0.006347656,-0.5888672
37.1875,-3.8125,47.1875,-0.05957031,0.05273438,1.09082,0.262207,0.006347656,-0.5888672
40.9375,-7.4375,51.125,-0.04492188,0.0078125,1.015625,0.2641602,-0.004882813,-0.5874023
39.0625,-14.375,55.875,0.0078125,-0.06591797,0.9589844,0.2641602,-0.004882813,-0.5874023
39.25,-16.625,58.5,0.09667969,-0.05761719,1.015625,0.2641602,-0.004882813,-0.5874023
40,-18.3125,57.75,0.1025391,-0.0546875,1.013672,0.2563477,-0.004882813,-0.5957031
40.625,-15.5625,55.875,0.1166992,-0.05859375,1.012695,0.2563477,-0.004882813,-0.5957031
39.75,-12.5625,54.3125,0.1137695,-0.02685547,0.9306641,0.2563477,-0.004882813,-0.5957031
34.875,-15,52.5,0.1235352,-0.005859375,0.909668,0.2666016,-0.002441406,-0.5913086
30.8125,-15.375,48.3125,0.1308594,0.06787109,0.9428711,0.2666016,-0.002441406,-0.5913086
29.125,-13.6875,42.8125,0.1376953,0.1225586,0.9428711,0.2666016,-0.002441406,-0.5913086
27.1875,-12.875,35.5625,0.1367188,0.1259766,0.940918,0.2666016,-0.002441406,-0.5913086
24.6875,-12.3125,30.4375,0.1469727,0.1049805,0.940918,0.2597656,-0.001464844,-0.5942383
21.5,-9.625,23.625,0.1679688,0.1118164,0.9287109,0.2597656,-0.001464844,-0.5942383
17.75,-5.9375,13.375,0.1147461,0.07861328,1.003906,0.2597656,-0.001464844,-0.5942383
16.25,-0.4375,8.375,0.1098633,0.1645508,0.9526367,0.2529297,-0.01171875,-0.5957031
16.8125,0.25,4.9375,0.105957,0.1806641,1.038574,0.2529297,-0.01171875,-0.5957031
17.6875,3.8125,4.3125,0.05566406,0.1308594,1.031738,0.2529297,-0.01171875,-0.5957031
17.3125,5.0625,6.5,0.01953125,0.06054688,1.031738,0.2597656,-0.01513672,-0.5942383
18,5.8125,8.75,0.01464844,0.07763672,1.100586,0.2597656,-0.01513672,-0.5942383
20.5,8.125,7.4375,-0.002929688,0.09082031,1.101563,0.2597656,-0.01513672,-0.5942383
22.5,11.0625,5.375,-0.05078125,0.06396484,1.131836,0.2597656,-0.01513672,-0.5942383
23.625,12.375,6.1875,-0.07373047,0.03271484,1.123535,0.2597656,-0.01513672,-0.5942383
25,12.625,9.3125,-0.105957,0.01367188,1.116699,0.2597656,-0.01513672,-0.5942383
28.4375,11.8125,12.5625,-0.1108398,0.02880859,1.111816,0.2597656,-0.01513672,-0.5942383
30.375,12.875,15.375,-0.1186523,0.04882813,1.151855,0.2666016,-0.01904297,-0.5859375
34.6875,14.125,18.75,-0.1166992,0.05175781,1.155762,0.2666016,-0.01904297,-0.5859375
39.625,16.6875,21.25,-0.121582,0.03369141,1.139648,0.2666016,-0.01904297,-0.5859375
43.75,16.6875,23.1875,-0.09765625,0.03369141,1.130859,0.262207,-0.02490234,-0.5844727
48.375,17.125,23,-0.07275391,0.03173828,1.120605,0.262207,-0.02490234,-0.5844727
50.875,18.75,21,-0.04589844,0.009765625,1.072754,0.262207,-0.02490234,-0.5844727
49.125,18.9375,19,-0.03271484,-0.002929688,1.043945,0.262207,-0.02490234,-0.5844727
47.375,18.25,16.4375,0.02685547,-0.01367188,1.010742,0.262207,-0.02490234,-0.5844727
46.0625,20,11.8125,0.06884766,0.02783203,0.9897461,0.262207,-0.02490234,-0.5844727
44.4375,22.625,6.875,0.07666016,0.04492188,0.9726563,0.262207,-0.02490234,-0.5844727
43.1875,23.6875,0.125,0.09375,0.09570313,0.9526367,0.2607422,-0.03857422,-0.5791016
39.9375,25.875,-4.9375,0.09765625,0.1108398,0.9086914,0.2607422,-0.03857422,-0.5791016
36.3125,26.3125,-8.3125,0.08398438,0.1147461,0.8676758,0.2607422,-0.03857422,-0.5791016
34.1875,33.1875,-6.75,-0.02880859,-0.2236328,1.120605,0.2680664,-0.03759766,-0.581543
-18.5,8.25,-22.125,0.2539063,0.2958984,1.5,0.2680664,-0.03759766,-0.581543
22.0625,42.8125,-23.75,0.1118164,0.1806641,1.067871,0.2680664,-0.03759766,-0.581543
15.125,14.75,-17.375,-0.05664063,0,0.9897461,0.2749023,-0.03759766,-0.5844727
19.75,15.0625,-10.875,0.00390625,0.2568359,0.9365234,0.2749023,-0.03759766,-0.5844727
19.0625,16.25,-15.0625,0.07666016,0.3056641,0.9125977,0.2749023,-0.03759766,-0.5844727
20.1875,21.875,-22.6875,0.03173828,0.3115234,0.9047852,0.2749023,-0.03759766,-0.5844727
17.375,23.5625,-25,0.0009765625,0.2255859,0.9179688,0.2666016,-0.04882813,-0.5913086
14.9375,24.75,-23.375,-0.02490234,0.2285156,1.029785,0.2666016,-0.04882813,-0.5913086
15,28.9375,-23.625,-0.03759766,0.2666016,1.067871,0.2666016,-0.04882813,-0.5913086
16,33.0625,-26.4375,-0.04492188,0.2929688,1.061523,0.2758789,-0.04345703,-0.5874023
15.3125,34.1875,-28.875,-0.05078125,0.315918,1.042969,0.2758789,-0.04345703,-0.5874023
15.5625,35.0625,-31.5625,-0.05761719,0.3046875,1.056641,0.2758789,-0.04345703,-0.5874023
13,33.625,-33.5,-0.06152344,0.2998047,1.041992,0.2758789,-0.04345703,-0.5957031
11.25,31.4375,-35,-0.0546875,0.2875977,1.040527,0.2758789,-0.04345703,-0.5957031
7.75,29.5,-37.3125,-0.04980469,0.265625,1.072754,0.2758789,-0.04345703,-0.5957031
9,30.25,-39.6875,-0.05175781,0.2558594,1.099609,0.2758789,-0.04345703,-0.5957031
10.875,31.5625,-43.125,-0.03076172,0.2509766,1.116699,0.2783203,-0.05029297,-0.597168
13.125,33.9375,-47,-0.03662109,0.2446289,1.130859,0.2783203,-0.05029297,-0.597168
15.25,36.875,-51.125,-0.02392578,0.2426758,1.10498,0.2783203,-0.05029297,-0.597168
18.875,38.3125,-54.875,-0.03466797,0.2075195,1.125,0.2851563,-0.03857422,-0.5996094
20.0625,37.375,-60.375,-0.0546875,0.1796875,1.083984,0.2851563,-0.03857422,-0.5996094
19.9375,36.3125,-63.5,-0.05078125,0.1835938,1.05957,0.2851563,-0.03857422,-0.5996094
18.5,33.3125,-66.875,-0.05761719,0.1889648,0.9726563,0.2841797,-0.04101563,-0.5927734
16.3125,26.6875,-69.25,-0.06054688,0.1845703,0.987793,0.2841797,-0.04101563,-0.5927734
14.6875,19.125,-71.25,-0.06494141,0.1796875,0.9628906,0.2841797,-0.04101563,-0.5927734
13.0625,12.125,-73.375,-0.06396484,0.1616211,0.9775391,0.2841797,-0.04101563,-0.5927734
11.8125,7.125,-76.75,-0.08398438,0.1699219,0.9707031,0.2841797,-0.04101563,-0.5927734
9.0625,0.9375,-81.8125,-0.1005859,0.1557617,1.008789,0.2841797,-0.04101563,-0.5927734
6.4375,-4.1875,-88,-0.1079102,0.1279297,1.032715,0.2841797,-0.04101563,-0.5927734
4,-7.625,-96.0625,-0.1118164,0.1079102,1.046875,0.2851563,-0.05029297,-0.5913086
-0.5625,-12.9375,-101.5625,-0.1279297,0.08984375,1.026855,0.2851563,-0.05029297,-0.5913086
-6.375,-19.375,-108.5625,-0.1318359,0.06787109,1.032715,0.2851563,-0.05029297,-0.5913086
-13.5625,-25.6875,-118.8125,-0.1289063,0.07666016,1.051758,0.2958984,-0.05957031,-0.5874023
-20.6875,-31.25,-128.5625,-0.1049805,0.05761719,1.083984,0.2958984,-0.05957031,-0.5874023
-27.0625,-36.3125,-138.6875,-0.09472656,0.06054688,1.052734,0.2958984,-0.05957031,-0.5874023
-33.9375,-41.0625,-147.625,-0.09277344,0.05078125,1.060547,0.2958984,-0.05957031,-0.5874023
-39.9375,-43.4375,-156.1875,-0.09667969,0.05859375,1.063965,0.2958984,-0.05957031,-0.5874023
-45.0625,-44.5625,-162.1875,-0.1025391,0.08398438,1.054688,0.2958984,-0.05957031,-0.5874023
-49.375,-45,-169.8125,-0.1079102,0.1098633,1.034668,0.2958984,-0.05957031,-0.5874023
-53.125,-46.6875,-173.6875,-0.121582,0.1479492,0.9785156,0.2875977,-0.04541016,-0.5800781
-56.0625,-48.8125,-174.6875,-0.1386719,0.159668,0.9619141,0.2875977,-0.04541016,-0.5800781
-59.6875,-51,-173.25,-0.1479492,0.1645508,0.9638672,0.2875977,-0.04541016,-0.5800781
-62.875,-53.4375,-168.5625,-0.1767578,0.1699219,0.9648438,0.2910156,-0.03857422,-0.5844727
-65.125,-54.875,-165.6875,-0.199707,0.1748047,0.987793,0.2910156,-0.03857422,-0.5844727
-68.875,-56.75,-163.25,-0.2138672,0.1865234,1.008789,0.2910156,-0.03857422,-0.5844727
-72.375,-56.875,-163.6875,-0.2207031,0.2119141,1.020996,0.2875977,-0.03613281,-0.5791016
-79.125,-55.75,-166.5,-0.2226563,0.2348633,1.026855,0.2875977,-0.03613281,-0.5791016
-86.9375,-53.9375,-168.625,-0.199707,0.2299805,0.9887695,0.2875977,-0.03613281,-0.5791016
-93.125,-58,-169.5625,-0.1928711,0.1689453,1.000977,0.2875977,-0.03613281,-0.5791016
-95,-59.25,-169.625,-0.1806641,0.1289063,1.039551,0.2758789,-0.02929688,-0.5844727
-96.0625,-57.875,-171.25,-0.1547852,0.1367188,1.039551,0.2758789,-0.02929688,-0.5844727
-95.5,-56.5,-174.9375,-0.1088867,0.152832,1.060547,0.2758789,-0.02929688,-0.5844727
-91.5625,-51.5625,-179.4375,-0.09375,0.1499023,1.115723,0.2724609,-0.02099609,-0.5791016
-85,-46.1875,-183.3125,-0.04589844,0.125,1.121582,0.2724609,-0.02099609,-0.5791016
-74.4375,-38.25,-186.1875,-0.01171875,0.1069336,1.156738,0.2724609,-0.02099609,-0.5791016
-61.5625,-28.9375,-189,0.002929688,0.1328125,1.152832,0.2714844,-0.01757813,-0.5830078
-46.25,-18.125,-190.9375,0.00390625,0.152832,1.119629,0.2714844,-0.01757813,-0.5830078
-34.0625,-8.5625,-193.75,0.001953125,0.1958008,1.125,0.2714844,-0.01757813,-0.5830078
-23.1875,-1.5,-192.5,0,0.2265625,1.11084,0.2714844,-0.01757813,-0.5830078
-10.4375,12.125,-197.625,0.06152344,0.375,1.316895,0.2714844,-0.01757813,-0.5830078
20.25,40.625,-212.25,-0.1005859,0.4018555,0.9526367,0.2714844,-0.01757813,-0.5830078
10.4375,3.75,-188.375,-0.2875977,-0.1069336,0.277832,0.2714844,-0.01757813,-0.5830078
-2,-16.8125,-157.0625,-0.02099609,-0.2109375,0.7636719,0.2700195,-0.009765625,-0.581543
-10.3125,-13.0625,-141.3125,0.09375,-0.05175781,0.8198242,0.2700195,-0.009765625,-0.581543
-28.25,-12.6875,-132,0.09570313,0.04492188,0.7475586,0.2700195,-0.009765625,-0.581543
-42.0625,-19.25,-129,0.121582,0.1137695,0.8305664,0.2700195,-0.005859375,-0.5732422
-50.5,-19.625,-129.5,0.1518555,0.06591797,0.9326172,0.2700195,-0.005859375,-0.5732422
