Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
172,-2,1,0.625,0.01123047,-0.06005859,0.9897461,0.2050781,0.03857422,-0.4462891
173,-1.625,0.9375,0.75,0.01123047,-0.05224609,1.001465,0.2148438,0.03125,-0.4414063
175,-1.25,0.75,0.75,0.03076172,-0.05615234,0.9780273,0.2148438,0.03125,-0.4414063
176,-1.125,0.0625,0.4375,0.02294922,-0.05224609,0.9819336,0.2148438,0.03125,-0.4414063
178,-1.25,-0.25,0.8125,0.01904297,-0.03662109,1.001465,0.2148438,0.03125,-0.4414063
179,-1.3125,-1.125,0.8125,0.03515625,-0.06005859,0.9975586,0.2021484,0.02587891,-0.4462891
181,-1.4375,-1.1875,0.75,0.01513672,-0.05615234,0.9936523,0.2021484,0.02587891,-0.4462891
182,-1.75,-1.8125,0.8125,0.01904297,-0.06787109,0.9897461,0.2021484,0.02587891,-0.4462891
184,-2,-2.125,0.875,0.02294922,-0.03662109,0.9819336,0.2050781,0.02099609,-0.4511719
185,-2.125,-2.0625,0.8125,0.02294922,-0.05224609,1.005371,0.2050781,0.02099609,-0.4511719
187,-1.75,-1.8125,0.75,0.01123047,-0.03271484,1.001465,0.2050781,0.02099609,-0.4511719
188,-1.375,-1.6875,0.5625,0.01904297,-0.06396484,1.012695,0.2050781,0.02099609,-0.4511719
190,-0.8125,-1.75,0.0625,0.01904297,-0.05224609,0.9819336,0.2050781,0.02099609,-0.4511719
191,-0.3125,-1.5625,0.125,0.003417969,-0.03271484,0.9897461,0.2050781,0.02099609,-0.4511719
193,-0.3125,-1,0,0.01904297,-0.03271484,1.001465,0.2050781,0.02099609,-0.4511719
194,-0.0625,-0.6875,0.25,0.01904297,-0.05224609,1.009277,0.2177734,0.03857422,-0.4462891
196,0,-0.0625,0.125,0.01123047,-0.05615234,1.020508,0.2177734,0.03857422,-0.4462891
197,-0.75,0,0.0625,0.02294922,-0.06787109,0.9858398,0.2177734,0.03857422,-0.4462891
199,-1.5,0.4375,-0.0625,0.01904297,-0.06005859,1.012695,0.2124023,0.03369141,-0.4487305
200,-1.75,0.375,-0.125,0.02685547,-0.04052734,1.012695,0.2124023,0.03369141,-0.4487305
202,-1.8125,0.3125,-0.5625,0.02294922,-0.02099609,1.005371,0.2124023,0.03369141,-0.4487305
203,-1.6875,0.5625,-0.375,0.02685547,-0.06005859,1.001465,0.2124023,0.03369141,-0.4487305
205,-2,0.25,-0.75,0.03076172,-0.05224609,0.9936523,0.2050781,0.04345703,-0.4360352
206,-2.4375,0.125,-1,0.03076172,-0.05615234,1.005371,0.2050781,0.04345703,-0.4360352
208,-2.25,-0.1875,-1.375,0.01123047,-0.05615234,0.9858398,0.2050781,0.04345703,-0.4360352
210,-1.4375,-0.1875,-1.5,-0.01220703,-0.06396484,0.9897461,0.2021484,0.04345703,-0.4487305
212,-1.3125,-0.6875,-1.6875,0.01904297,-0.05615234,0.9741211,0.2021484,0.04345703,-0.4487305
213,-0.6875,-0.8125,-1.375,0.003417969,-0.06396484,1.001465,0.2021484,0.04345703,-0.4487305
215,-1.1875,-0.6875,-1.3125,0.01123047,-0.07177734,0.9819336,0.2021484,0.04345703,-0.4487305
216,-1.4375,-0.375,-1.4375,0.01904297,-0.05224609,0.9975586,0.2021484,0.04345703,-0.4487305
218,-1.3125,-0.1875,-1.625,0.01513672,-0.06396484,0.9858398,0.2021484,0.04345703,-0.4487305
219,-0.8125,-0.0625,-1.75,0.01123047,-0.04443359,1.001465,0.2021484,0.04345703,-0.4487305
221,-0.4375,0.25,-1.8125,0,-0.02880859,0.9897461,0.2075195,0.04101563,-0.4384766
222,0,0.625,-1.75,0.01904297,-0.01708984,1.016602,0.2075195,0.04101563,-0.4384766
224,-0.375,1.1875,-1.5625,0.003417969,-0.03662109,1.032227,0.2075195,0.04101563,-0.4384766
225,-0.5,1.125,-1.5625,0.01513672,-0.02880859,1.005371,0.2050781,0.04345703,-0.4462891
227,-0.75,1.5,-1.125,0.003417969,-0.03662109,0.9819336,0.2050781,0.04345703,-0.4462891
228,-1.125,1.3125,-0.6875,0.01513672,-0.06787109,1.005371,0.2050781,0.04345703,-0.4462891
230,-1.5625,1.1875,-0.1875,0.01513672,-0.05224609,1.005371,0.2050781,0.04345703,-0.4462891
231,-1.3125,0.75,0.125,0.007324219,-0.05224609,1.020508,0.2124023,0.03125,-0.4438477
233,-0.75,0.25,0.3125,0.01123047,-0.04833984,0.9975586,0.2124023,0.03125,-0.4438477
234,-0.3125,-0.1875,0.375,0.01904297,-0.04443359,1.005371,0.2124023,0.03125,-0.4438477
236,-0.4375,-0.3125,0.75,-0.00390625,-0.06787109,0.9897461,0.2148438,0.03857422,-0.4462891
237,-0.625,-0.0625,1,0.01904297,-0.05615234,1.005371,0.2148438,0.03857422,-0.4462891
239,-0.25,0,1.4375,0.01123047,-0.04833984,0.9897461,0.2148438,0.03857422,-0.4462891
240,-0.3125,0,1.9375,0.01904297,-0.04052734,0.9936523,0.1923828,0.03369141,-0.4414063
242,-0.8125,0.0625,1.625,0.03076172,-0.05224609,1.005371,0.1923828,0.03369141,-0.4414063
243,-1.0625,0,1.375,0,-0.02880859,0.9897461,0.1923828,0.03369141,-0.4414063
245,-1.1875,-0.375,1.375,0.01904297,-0.04833984,1.001465,0.1923828,0.03369141,-0.4414063
246,-1.25,-0.625,0.9375,0.01904297,-0.05224609,1.012695,0.199707,0.04833984,-0.4438477
248,-0.625,-0.9375,0.6875,0.01123047,-0.04443359,1.001465,0.199707,0.04833984,-0.4438477
249,-0.25,-0.9375,0.5625,0.01513672,-0.04833984,0.9858398,0.199707,0.04833984,-0.4438477
251,-0.3125,-0.75,0.3125,0.01123047,-0.04052734,0.9858398,0.2075195,0.04101563,-0.4384766
252,-0.5625,-0.25,0.0625,0.02294922,-0.04443359,0.9858398,0.2075195,0.04101563,-0.4384766
254,-1,-0.0625,0.25,0.02294922,-0.06787109,1.005371,0.2075195,0.04101563,-0.4384766
255,-1.1875,0,0,0.01904297,-0.04833984,1.001465,0.2075195,0.04101563,-0.4384766
257,-0.8125,0.0625,-0.3125,0.01904297,-0.05224609,0.9936523,0.2075195,0.04101563,-0.4384766
258,-0.4375,0.3125,-0.5625,0.01904297,-0.05615234,0.9897461,0.2075195,0.04101563,-0.4384766
260,-0.3125,0.375,-0.5,0.01904297,-0.03271484,0.9975586,0.2075195,0.04101563,-0.4384766
261,-0.25,0.875,-0.625,0.01904297,-0.04833984,0.9780273,0.2124023,0.03857422,-0.4462891
263,-0.3125,1.3125,-0.5625,-0.00390625,-0.03662109,1.001465,0.2124023,0.03857422,-0.4462891
264,-0.75,1.25,-0.6875,-0.00390625,-0.05224609,1.016602,0.2124023,0.03857422,-0.4462891
266,-0.75,1.25,-0.5625,0.01513672,-0.05615234,1.005371,0.2099609,0.02587891,-0.4511719
267,-0.875,1.8125,-0.25,0.003417969,-0.05615234,1.016602,0.2099609,0.02587891,-0.4511719
269,-1.375,2.1875,0,0,-0.04052734,1.005371,0.2099609,0.02587891,-0.4511719
270,-1.25,2.5,-0.125,0.003417969,-0.03662109,0.9897461,0.2099609,0.02587891,-0.4511719
272,-1.25,2.875,-0.1875,0.02294922,-0.03662109,1.005371,0.2021484,0.03857422,-0.4462891
273,-0.9375,3.1875,-0.125,0,-0.04052734,1.024414,0.2021484,0.03857422,-0.4462891
275,-0.875,2.9375,-0.125,0.01123047,-0.04443359,0.9936523,0.2021484,0.03857422,-0.4462891
276,-1.0625,3.1875,0,0.007324219,-0.05615234,1.009277,0.2124023,0.04345703,-0.4462891
278,-0.875,3,0,-0.00390625,-0.03662109,0.9936523,0.2124023,0.04345703,-0.4462891
279,-1,3,0.5625,0.01123047,-0.07177734,1.02832,0.2124023,0.04345703,-0.4462891
281,-1.25,3,0.4375,0.01123047,-0.06396484,1.009277,0.2124023,0.04345703,-0.4462891
282,-0.875,3.125,0.875,0.02294922,-0.05615234,1.009277,0.2124023,0.04345703,-0.4462891
284,-0.5,2.875,0.9375,0.007324219,-0.04833984,1.001465,0.2124023,0.04345703,-0.4462891
285,-0.0625,2.9375,1.125,0.02294922,-0.07177734,1.005371,0.2124023,0.04345703,-0.4462891
287,0.25,2.9375,1.1875,0.01904297,-0.06396484,0.9819336,0.2075195,0.03857422,-0.4536133
288,-0.125,3.125,1.5,0.01904297,-0.07177734,0.9819336,0.2075195,0.03857422,-0.4536133
290,-0.4375,3.125,1.4375,0.01904297,-0.06005859,1.012695,0.2075195,0.03857422,-0.4536133
291,-0.875,3.625,1.8125,0.01513672,-0.05224609,0.9780273,0.2075195,0.03857422,-0.4487305
293,-0.4375,3.5625,1.9375,0.02294922,-0.06396484,0.9741211,0.2075195,0.03857422,-0.4487305
294,-0.1875,4.125,1.8125,0.02294922,-0.04443359,1.005371,0.2075195,0.03857422,-0.4487305
296,0.1875,4.25,1.6875,0,-0.06005859,1.001465,0.2075195,0.03857422,-0.4487305
297,-0.0625,4.375,1.5625,0.01123047,-0.06787109,1.005371,0.2099609,0.03369141,-0.4462891
299,-0.375,4.3125,1.875,0.01123047,-0.07177734,0.9780273,0.2099609,0.03369141,-0.4462891
300,-0.9375,4.3125,2,0.02685547,-0.06396484,0.9858398,0.2099609,0.03369141,-0.4462891
302,-1.4375,4.3125,1.75,0.01513672,-0.05224609,0.9707031,0.2124023,0.03369141,-0.4384766
303,-1.3125,3.625,1.3125,0.003417969,-0.06005859,0.9819336,0.2124023,0.03369141,-0.4384766
305,-1.1875,3.25,0.6875,0.01904297,-0.06005859,0.9897461,0.2124023,0.03369141,-0.4384766
307,-0.5625,2.6875,0.1875,0.02294922,-0.05224609,0.9741211,0.2050781,0.03125,-0.4414063
309,-0.625,2.25,-0.0625,0.007324219,-0.06787109,1.001465,0.2050781,0.03125,-0.4414063
310,-0.5625,2.25,-0.25,-0.0078125,-0.07177734,1.005371,0.2050781,0.03125,-0.4414063
312,-0.875,2.4375,-0.375,0.003417969,-0.05615234,1.016602,0.2050781,0.03125,-0.4414063
313,-0.9375,2.875,-0.5,0.01904297,-0.05224609,1.009277,0.2124023,0.03857422,-0.456543
315,-0.5625,2.9375,-0.3125,0.01904297,-0.05224609,1.020508,0.2124023,0.03857422,-0.456543
316,-0.5,3.25,-0.3125,0.01904297,-0.06005859,1.005371,0.2124023,0.03857422,-0.456543
318,-0.25,3.4375,-0.4375,0.007324219,-0.06005859,1.020508,0.2075195,0.04101563,-0.4462891
319,-0.125,3.9375,-0.25,-0.03173828,-0.05615234,0.9858398,0.2075195,0.04101563,-0.4462891
321,-0.5,4,-0.125,-0.0078125,-0.08349609,1.009277,0.2075195,0.04101563,-0.4462891
322,-0.9375,3.8125,-0.375,0,-0.04833984,1.020508,0.2075195,0.04101563,-0.4462891
324,-1,4,-0.375,0.007324219,-0.03662109,0.9975586,0.2075195,0.04101563,-0.4462891
325,-0.9375,3.875,0,0,-0.06787109,1.009277,0.2075195,0.04101563,-0.4462891
327,-1.1875,3.9375,0,0.01904297,-0.05224609,1.001465,0.2075195,0.04101563,-0.4462891
328,-1.5,4.375,0.375,0.01123047,-0.06787109,1.012695,0.2075195,0.02880859,-0.4438477
330,-1.5625,4,0.875,0.01904297,-0.05224609,1.009277,0.2075195,0.02880859,-0.4438477
331,-1.5625,4.0625,1,0.007324219,-0.06787109,1.009277,0.2075195,0.02880859,-0.4438477
333,-1.5625,3.625,1.0625,0,-0.05224609,0.9780273,0.2148438,0.03613281,-0.4462891
334,-1.625,3.0625,1.5625,0.007324219,-0.06005859,0.9819336,0.2148438,0.03613281,-0.4462891
336,-1.625,2.8125,1.4375,0.01513672,-0.04052734,0.9897461,0.2148438,0.03613281,-0.4462891
337,-1.875,2.8125,1.5625,0.01904297,-0.06005859,0.9936523,0.2148438,0.03613281,-0.4462891
339,-1.1875,2.3125,1.5,0.007324219,-0.04443359,0.9897461,0.2177734,0.03613281,-0.4414063
340,-0.5625,2.0625,1.25,-0.0078125,-0.04443359,1.005371,0.2177734,0.03613281,-0.4414063
342,0,2,1.1875,-0.01220703,-0.04443359,1.005371,0.2177734,0.03613281,-0.4414063
343,0.375,2.0625,0.9375,0.003417969,-0.06005859,0.9858398,0.2148438,0.04101563,-0.4414063
345,0.25,2.1875,1,-0.01611328,-0.06396484,1.005371,0.2148438,0.04101563,-0.4414063
346,-0.1875,2.5,0.6875,0.003417969,-0.04833984,1.001465,0.2148438,0.04101563,-0.4414063
348,0,2.6875,0.0625,0.007324219,-0.05224609,0.9858398,0.2148438,0.04101563,-0.4414063
349,0,3.1875,0,0.01904297,-0.05615234,0.9897461,0.2148438,0.04101563,-0.4414063
351,0.1875,3.5,-0.4375,0,-0.04443359,1.009277,0.2148438,0.04101563,-0.4414063
352,0.125,3.4375,-0.5625,0.01123047,-0.04833984,1.012695,0.2148438,0.04101563,-0.4414063
354,0.3125,3.875,-0.4375,0.01904297,-0.06396484,1.009277,0.2124023,0.04101563,-0.4462891
355,0.3125,4.0625,-0.75,0.01904297,-0.04833984,1.005371,0.2124023,0.04101563,-0.4462891
357,0.5625,4.1875,-0.8125,0.003417969,-0.06005859,0.9858398,0.2124023,0.04101563,-0.4462891
358,1,4.25,-1.1875,0.01513672,-0.04052734,0.9936523,0.2226563,0.03369141,-0.4438477
360,1,4.5625,-1.25,0.02685547,-0.02490234,1.020508,0.2226563,0.03369141,-0.4438477
361,1.625,4.5,-1.5,0,-0.04833984,1.001465,0.2226563,0.03369141,-0.4438477
363,1.9375,4.5625,-1.1875,0.007324219,-0.05615234,1.016602,0.2226563,0.03369141,-0.4438477
364,1.625,5,-1,0.01904297,-0.06396484,1.009277,0.2124023,0.04101563,-0.4438477
366,1.5625,5.3125,-1.1875,0.01904297,-0.04833984,1.005371,0.2124023,0.04101563,-0.4438477
367,1.625,5.5625,-1.125,-0.01611328,-0.04052734,0.9897461,0.2124023,0.04101563,-0.4438477
369,1.5625,5.75,-0.8125,0,-0.04052734,1.020508,0.2177734,0.04101563,-0.4462891
370,1.4375,5.75,-0.8125,-0.02001953,-0.03662109,1.012695,0.2177734,0.04101563,-0.4462891
372,1.125,6.125,-0.625,0.003417969,-0.05224609,1.012695,0.2177734,0.04101563,-0.4462891
373,1.25,6.125,-0.6875,-0.0078125,-0.05615234,0.9741211,0.2124023,0.03857422,-0.4462891
375,0.5625,6.5,-0.1875,0.003417969,-0.07568359,1.009277,0.2124023,0.03857422,-0.4462891
376,-0.0625,6.8125,-0.4375,0.003417969,-0.06005859,1.001465,0.2124023,0.03857422,-0.4462891
378,-0.5625,8.3125,-0.875,-0.00390625,-0.06787109,1.005371,0.2124023,0.03857422,-0.4462891
379,-1,7.5625,0.0625,0,-0.04052734,1.012695,0.2177734,0.04345703,-0.4414063
381,-0.6875,7.6875,0.25,-0.01611328,-0.06005859,1.001465,0.2177734,0.04345703,-0.4414063
382,0.5,7.0625,0,-0.00390625,-0.04443359,0.9819336,0.2177734,0.04345703,-0.4414063
384,1.5625,6.125,0.1875,0.003417969,-0.06005859,0.9780273,0.2202148,0.03369141,-0.4462891
385,1.75,5.375,0,-0.01220703,-0.04443359,1.009277,0.2202148,0.03369141,-0.4462891
387,1.6875,4.875,0,0.003417969,-0.04443359,0.9819336,0.2202148,0.03369141,-0.4462891
388,1.4375,4.875,0,-0.01611328,-0.05615234,0.9897461,0.2202148,0.03369141,-0.4462891
390,1.75,4.5625,-0.25,-0.01611328,-0.06787109,0.9780273,0.2202148,0.03369141,-0.4462891
391,2.125,4.3125,-0.5,-0.00390625,-0.06787109,0.9936523,0.2202148,0.03369141,-0.4462891
393,2.375,3.9375,-0.3125,-0.01220703,-0.05615234,0.9819336,0.2202148,0.03369141,-0.4462891
394,2.375,4,-0.0625,-0.01220703,-0.06396484,0.9741211,0.2177734,0.03369141,-0.4438477
396,2.125,4.0625,0,-0.01220703,-0.05224609,0.9936523,0.2177734,0.03369141,-0.4438477
397,2.125,4,-0.25,-0.02392578,-0.07177734,1.016602,0.2177734,0.03369141,-0.4438477
399,2.125,3.875,-0.0625,-0.03173828,-0.03271484,1.001465,0.2124023,0.02880859,-0.4360352
400,1.9375,3.8125,-0.125,-0.01611328,-0.06005859,1.001465,0.2124023,0.02880859,-0.4360352
402,2.3125,3.8125,0.1875,-0.01611328,-0.07177734,1.001465,0.2124023,0.02880859,-0.4360352
404,2.4375,4.0625,0.625,-0.01220703,-0.05224609,0.9858398,0.2124023,0.02880859,-0.4360352
406,1.75,3.9375,0.625,0.01123047,-0.06005859,0.9858398,0.2148438,0.04101563,-0.4414063
407,1.125,3.8125,0.4375,0.01904297,-0.07568359,0.9936523,0.2148438,0.04101563,-0.4414063
409,0.9375,3.5625,0.5625,0.003417969,-0.07568359,0.9780273,0.2148438,0.04101563,-0.4414063
410,0.0625,2.5625,0.75,-0.00390625,-0.04443359,1.009277,0.2124023,0.03369141,-0.4414063
412,-0.0625,1.6875,0.625,0.01904297,-0.06005859,0.9936523,0.2124023,0.03369141,-0.4414063
413,-0.0625,0.75,0.3125,0,-0.04443359,1.001465,0.2124023,0.03369141,-0.4414063
415,0.8125,0.0625,0.25,-0.01611328,-0.06005859,0.9858398,0.2124023,0.03369141,-0.4414063
416,1.25,-0.125,0,-0.02392578,-0.04443359,1.016602,0.2124023,0.03369141,-0.4414063
418,1.5625,-0.4375,-0.125,-0.02783203,-0.04833984,1.005371,0.2124023,0.03369141,-0.4414063
419,2.3125,-1,-0.125,-0.02001953,-0.03271484,0.9897461,0.2124023,0.03369141,-0.4414063
421,2.875,-0.9375,-0.5,-0.0078125,-0.02490234,0.9819336,0.2148438,0.03369141,-0.4414063
422,3.375,-1.1875,-0.8125,0,-0.03271484,0.9858398,0.2148438,0.03369141,-0.4414063
424,3.5625,-1,-0.625,0.003417969,-0.05224609,1.012695,0.2148438,0.03369141,-0.4414063
425,2.75,-0.375,-0.625,-0.02783203,-0.05224609,0.9780273,0.2148438,0.03857422,-0.4335938
427,2.3125,-0.1875,-0.5,0.003417969,-0.04443359,1.009277,0.2148438,0.03857422,-0.4335938
428,2.4375,-0.25,-0.5,-0.02001953,-0.05615234,1.001465,0.2148438,0.03857422,-0.4335938
430,2.25,-0.125,-0.5,-0.02783203,-0.04052734,0.9858398,0.2148438,0.03857422,-0.4335938
431,1.5625,-0.4375,-0.1875,-0.00390625,-0.04833984,0.9741211,0.2148438,0.03613281,-0.4384766
433,1.3125,-0.1875,-0.125,-0.01220703,-0.05615234,1.001465,0.2148438,0.03613281,-0.4384766
434,0.9375,-0.5,0.125,-0.00390625,-0.05615234,0.9780273,0.2148438,0.03613281,-0.4384766
436,1.25,-0.9375,0.0625,-0.01220703,-0.04833984,0.9858398,0.2148438,0.03369141,-0.4462891
437,1.5625,-1.25,0.4375,-0.03173828,-0.05615234,1.009277,0.2148438,0.03369141,-0.4462891
439,1.4375,-1.125,0.375,-0.00390625,-0.05615234,0.9780273,0.2148438,0.03369141,-0.4462891
440,1.3125,-1.25,0.1875,-0.01220703,-0.05615234,0.9936523,0.2124023,0.0234375,-0.4438477
442,1.75,-1,0.0625,-0.01220703,-0.04052734,1.016602,0.2124023,0.0234375,-0.4438477
443,1.625,-0.875,0.25,-0.02783203,-0.05224609,0.9819336,0.2124023,0.0234375,-0.4438477
445,1.75,-0.5,0.1875,-0.02392578,-0.06396484,0.9858398,0.2124023,0.0234375,-0.4438477
446,1.9375,-0.5,0.1875,-0.0078125,-0.04833984,0.9858398,0.2226563,0.02587891,-0.4589844
448,1.375,-0.1875,0.3125,-0.0078125,-0.06005859,1.016602,0.2226563,0.02587891,-0.4589844
449,1.1875,-0.4375,0.125,-0.02392578,-0.05224609,1.001465,0.2226563,0.02587891,-0.4589844
451,1.25,-0.875,0.1875,0.01123047,-0.05615234,0.9936523,0.2202148,0.03369141,-0.4414063
452,0.375,-0.8125,-0.125,-0.01611328,-0.04052734,1.001465,0.2202148,0.03369141,-0.4414063
454,0.1875,-0.6875,-0.125,-0.01611328,-0.07177734,0.9936523,0.2202148,0.03369141,-0.4414063
455,0.25,-1.0625,-0.0625,-0.01611328,-0.03662109,1.005371,0.2202148,0.03369141,-0.4414063
457,0.375,-1.0625,-0.3125,-0.01220703,-0.04443359,1.001465,0.2202148,0.03369141,-0.4414063
458,0.0625,-1.3125,0,-0.01220703,-0.04443359,0.9897461,0.2202148,0.03369141,-0.4414063
460,0.1875,-1.375,-0.3125,-0.00390625,-0.04443359,1.009277,0.2202148,0.03369141,-0.4414063
461,0.5,-1.625,-0.375,0,-0.05224609,1.009277,0.2226563,0.03613281,-0.4414063
463,0.5,-1.5625,-0.6875,0,-0.04833984,1.009277,0.2226563,0.03613281,-0.4414063
464,0.6875,-1.875,-0.875,-0.01220703,-0.04052734,0.9858398,0.2226563,0.03613281,-0.4414063
466,0.625,-2.0625,-0.875,-0.02392578,-0.05224609,0.9897461,0.2226563,0.03369141,-0.4487305
467,1.5625,-2.0625,-1.0625,-0.02001953,-0.03662109,1.009277,0.2226563,0.03369141,-0.4487305
469,1.8125,-1.9375,-1.1875,-0.00390625,-0.05615234,0.9819336,0.2226563,0.03369141,-0.4487305
470,2.5,-1.8125,-1.1875,-0.02001953,-0.06005859,1.012695,0.2226563,0.03369141,-0.4487305
472,2.6875,-1.3125,-1.4375,-0.03173828,-0.05224609,0.9936523,0.2148438,0.03369141,-0.4414063
473,2.875,-0.8125,-1.3125,-0.0078125,-0.04443359,0.9858398,0.2148438,0.03369141,-0.4414063
475,2.6875,-0.5625,-1.3125,0.007324219,-0.03662109,1.009277,0.2148438,0.03369141,-0.4414063
476,2.9375,0,-1,-0.02392578,-0.03662109,1.005371,0.2099609,0.04345703,-0.4462891
478,3.125,0.375,-1.125,-0.03173828,-0.05224609,1.005371,0.2099609,0.04345703,-0.4462891
479,2.6875,0.5625,-1,-0.00390625,-0.06005859,1.005371,0.2099609,0.04345703,-0.4462891
481,2.125,0.8125,-0.9375,0.003417969,-0.04833984,1.009277,0.2099609,0.04345703,-0.4462891
482,1.8125,1.1875,-1,-0.02001953,-0.04052734,0.9936523,0.2099609,0.04345703,-0.4462891
484,1.5,1.6875,-0.75,0,-0.06396484,1.001465,0.2099609,0.04345703,-0.4462891
485,1.5625,2.1875,-0.875,-0.02392578,-0.05224609,1.009277,0.2099609,0.04345703,-0.4462891
487,1.375,2,-0.75,-0.03173828,-0.06396484,0.9858398,0.2148438,0.03369141,-0.4438477
488,1.1875,2,-0.625,-0.01220703,-0.06396484,1.005371,0.2148438,0.03369141,-0.4438477
490,0.8125,2.1875,-0.5,0.01904297,-0.04443359,0.9897461,0.2148438,0.03369141,-0.4438477
491,0.75,1.5625,-0.875,0.007324219,-0.03662109,1.001465,0.2202148,0.02587891,-0.4360352
493,0.9375,0.875,-1.125,-0.00390625,-0.04052734,0.9858398,0.2202148,0.02587891,-0.4360352
494,1.5,0.3125,-1.4375,-0.01611328,-0.03271484,1.005371,0.2202148,0.02587891,-0.4360352
496,1.4375,-0.3125,-1.875,-0.0078125,-0.04052734,0.9741211,0.2202148,0.02587891,-0.4360352
497,1.25,-0.5625,-2,0.01904297,-0.04052734,0.9741211,0.2275391,0.03125,-0.4360352
499,0.8125,-0.8125,-1.75,0,-0.03662109,0.9707031,0.2275391,0.03125,-0.4360352
