Packet Number,Element 11, Element 12, Element 13, Element 21, Element 22, Element 23, Element 31, Element 32, Element 33
70,0.9988731,0.009233089,-0.04655546,-0.01308024,0.9964619,-0.08302103,0.04562421,0.08353642,0.9954597
73,0.9964131,0.06568764,-0.05334726,-0.06877743,0.9959264,-0.05830997,0.0492997,0.06176991,0.9968721
76,0.9926614,0.1054825,-0.05913408,-0.1094437,0.991643,-0.06831179,0.05143419,0.07428233,0.99591
79,0.9886531,0.1394749,-0.05578021,-0.1432209,0.9872123,-0.06999602,0.04530422,0.07719069,0.9959864
82,0.9840468,0.1691492,-0.05514203,-0.1732779,0.9814942,-0.08150986,0.04033426,0.0897644,0.995146
85,0.979103,0.1949352,-0.05794404,-0.1996204,0.9756626,-0.09074105,0.03884521,0.1004117,0.9941874
88,0.9741742,0.2176943,-0.05994614,-0.2226098,0.9704078,-0.0935588,0.03780499,0.1044872,0.9938073
91,0.9695644,0.2370771,-0.0611495,-0.2419348,0.9660481,-0.09065601,0.0375809,0.102691,0.9940031
94,0.9660872,0.2514402,-0.05876409,-0.2562852,0.9614807,-0.09936172,0.03151701,0.1110525,0.9933146
97,0.9623988,0.2646968,-0.06102467,-0.270046,0.9565984,-0.1095193,0.0293867,0.1218807,0.9921095
100,0.9587277,0.2791533,-0.05399118,-0.2834934,0.9530525,-0.1064088,0.02175205,0.1173232,0.9928557
103,0.9539214,0.2957165,-0.05085138,-0.2995969,0.9480612,-0.1068726,0.01660623,0.117183,0.9929715
106,0.9498216,0.3069528,-0.06015621,-0.3120165,0.9433138,-0.1131577,0.02201212,0.1262493,0.9917542
109,0.946214,0.3190247,-0.05387641,-0.3232927,0.9388198,-0.1187419,0.01269866,0.129773,0.9914626
112,0.9435942,0.3254307,-0.06103269,-0.3307985,0.9344897,-0.1315347,0.01422901,0.1443049,0.989431
115,0.9408021,0.3340361,-0.05754483,-0.3388332,0.9313868,-0.1330818,0.009142388,0.1447017,0.9894331
118,0.9382098,0.3411365,-0.0582101,-0.345912,0.9294644,-0.1282224,0.01036288,0.1404351,0.9900358
121,0.9357507,0.3474875,-0.06018989,-0.3524169,0.9277415,-0.1228733,0.01314371,0.1361908,0.9905953
124,0.9340814,0.3522186,-0.05860067,-0.3568759,0.9262124,-0.1215334,0.01147033,0.1344353,0.9908561
127,0.9320595,0.3575173,-0.05870802,-0.3621986,0.9234055,-0.1270213,0.008798999,0.1396554,0.9901611
130,0.9297025,0.3629143,-0.06282076,-0.3681785,0.9203304,-0.1320477,0.00989385,0.1458943,0.9892507
133,0.9272742,0.3697578,-0.05866656,-0.3743349,0.9182126,-0.1294566,0.006000773,0.1420027,0.9898481
136,0.9256771,0.3727062,-0.06490148,-0.3781343,0.9168185,-0.1282908,0.01168807,0.1432974,0.9896108
139,0.9259304,0.3718566,-0.0661487,-0.3775114,0.9166268,-0.1314552,0.01175117,0.1466903,0.9891127
142,0.9266222,0.3703701,-0.06478508,-0.3758601,0.91703,-0.1333604,0.01001718,0.1479248,0.9889478
145,0.9274364,0.3680916,-0.06610809,-0.3737009,0.9189864,-0.1257445,0.01446695,0.1413247,0.9898576
148,0.9282166,0.3665698,-0.06356655,-0.3719288,0.9184778,-0.1344154,0.009111853,0.1484088,0.9888842
151,0.9258943,0.3724771,-0.06309412,-0.3776265,0.91732,-0.1261846,0.01087659,0.1406596,0.9899984
154,0.9234673,0.3781303,-0.06500297,-0.3835103,0.914714,-0.1273496,0.0113044,0.1425325,0.9897255
157,0.9225441,0.379567,-0.06957852,-0.3857031,0.9126145,-0.1355274,0.01205666,0.1518666,0.9883274
160,0.9215828,0.3820871,-0.06851575,-0.3880271,0.9117333,-0.1348235,0.01095374,0.150837,0.9884979
163,0.9201643,0.3857143,-0.06724916,-0.3913533,0.9112742,-0.128149,0.01185353,0.1442363,0.9894724
167,0.9208937,0.3832782,-0.07108377,-0.3894943,0.9120955,-0.1279689,0.01578751,0.1455324,0.9892276
170,0.9225137,0.3797205,-0.06914353,-0.3856671,0.9139199,-0.1265358,0.01514342,0.1433974,0.9895493
173,0.9225694,0.3801041,-0.0662315,-0.3856064,0.9142047,-0.1246496,0.01316932,0.1405372,0.9899878
176,0.922309,0.3814321,-0.06209089,-0.3863844,0.9131866,-0.1296034,0.007265674,0.1435254,0.9896199
179,0.9241111,0.3766997,-0.0641552,-0.3820079,0.9148523,-0.1308253,0.009410664,0.1454049,0.9893274
182,0.924731,0.3756097,-0.06156248,-0.3805355,0.9157827,-0.128587,0.008079327,0.1423351,0.9897856
185,0.9247788,0.3753313,-0.06253456,-0.3804172,0.915526,-0.1307466,0.008178746,0.1447009,0.9894416
188,0.9245004,0.375573,-0.06514601,-0.3810689,0.9147786,-0.1340401,0.00925233,0.1487452,0.9888323
191,0.9238295,0.3780581,-0.06009094,-0.3827935,0.9135102,-0.1377244,0.002825857,0.1502363,0.988646
194,0.922363,0.3815181,-0.06074848,-0.3863153,0.911934,-0.1383357,0.002621049,0.1510638,0.9885205
197,0.9212258,0.3839899,-0.06240599,-0.389003,0.9110542,-0.1365897,0.00440618,0.1501061,0.98866
200,0.9202181,0.3850785,-0.07009538,-0.3911378,0.9113519,-0.1282537,0.01449382,0.1454383,0.9892612
203,0.9209197,0.3845152,-0.06367869,-0.3896719,0.9116764,-0.1303913,0.007916912,0.1448938,0.9894155
206,0.9209843,0.3843003,-0.06404012,-0.3894873,0.9121413,-0.1276629,0.009352749,0.1425183,0.9897479
209,0.9214468,0.3824238,-0.0684705,-0.3882862,0.9124278,-0.1292659,0.01304001,0.1456978,0.9892434
212,0.9231964,0.3779794,-0.06956921,-0.3841112,0.9135172,-0.1339588,0.01291898,0.1503926,0.9885419
215,0.9247921,0.3746136,-0.06651504,-0.3802772,0.9156875,-0.1300218,0.01219906,0.1455373,0.9892776
218,0.9242056,0.3769187,-0.06145322,-0.3818,0.9155324,-0.1266069,0.008541922,0.1404736,0.9900477
221,0.923265,0.3797854,-0.05783311,-0.3841601,0.91337,-0.1348191,0.001620685,0.146691,0.989181
224,0.9215422,0.3833393,-0.06173449,-0.3882275,0.9122767,-0.1305023,0.006292281,0.1442304,0.9895242
227,0.9220656,0.3811366,-0.06730562,-0.3869101,0.9121227,-0.1353991,0.009785444,0.150888,0.9885025
230,0.9231712,0.3790271,-0.06398044,-0.3843534,0.9124795,-0.1401922,0.005244191,0.1540125,0.9880551
233,0.9231128,0.3787863,-0.06620727,-0.3844292,0.9130108,-0.1364739,0.00875352,0.1514328,0.9884286
236,0.922873,0.3787999,-0.06940116,-0.3849362,0.9127003,-0.1371226,0.01140042,0.1532618,0.98812
239,0.9230579,0.3789789,-0.06587159,-0.3846184,0.9118714,-0.1433841,0.00572685,0.1576873,0.9874724
242,0.9216143,0.382467,-0.06592204,-0.3879844,0.9121985,-0.1317635,0.009738776,0.1470119,0.9890866
245,0.920992,0.3844088,-0.06327615,-0.3894653,0.9124632,-0.1254107,0.009528178,0.1401461,0.9900851
248,0.9214956,0.3830617,-0.06410739,-0.3882536,0.9128973,-0.1260072,0.01025495,0.1410049,0.9899558
251,0.9223681,0.3809531,-0.06412096,-0.3861911,0.9134385,-0.1283987,0.009656684,0.1431938,0.9896474
254,0.9211619,0.3835236,-0.06610746,-0.3889234,0.9133367,-0.1206414,0.01410957,0.136841,0.9904924
257,0.9241326,0.374551,-0.07543316,-0.3817413,0.9133658,-0.1415496,0.01588054,0.1596066,0.9870529
260,0.9269537,0.3680446,-0.07280283,-0.3748808,0.9163151,-0.1408229,0.01488124,0.1578286,0.9873545
264,0.9264878,0.3696044,-0.07080257,-0.3760267,0.91671,-0.1350806,0.01497905,0.1517741,0.9883018
267,0.9254094,0.3721541,-0.07154336,-0.3786551,0.9156941,-0.1346264,0.01541005,0.1516748,0.9883101
270,0.9240794,0.375757,-0.06988672,-0.3819639,0.9143738,-0.1342548,0.01345542,0.1507563,0.9884795
273,0.9227445,0.3789406,-0.07033567,-0.3852256,0.9124959,-0.1376696,0.01201239,0.154129,0.9879779
276,0.9222974,0.3801663,-0.06957947,-0.3863782,0.9111428,-0.1432863,0.008924225,0.1590365,0.9872325
279,0.9208658,0.3852616,-0.05983285,-0.3898724,0.9109019,-0.1351205,0.002445109,0.147755,0.9890211
282,0.9183811,0.3898677,-0.06767345,-0.3956161,0.9081333,-0.1370483,0.008025778,0.1526353,0.9882502
285,0.9191247,0.3881903,-0.06721883,-0.3939304,0.9078923,-0.1433547,0.005378554,0.1582404,0.9873861
288,0.9217588,0.3815389,-0.06920217,-0.3877547,0.9081749,-0.1576858,0.002684398,0.1721817,0.9850616
291,0.9229693,0.3786571,-0.06889585,-0.3848286,0.9106993,-0.1501134,0.005901899,0.1650631,0.9862655
294,0.9240025,0.376543,-0.06659301,-0.3823298,0.9127418,-0.1439658,0.006572923,0.1584852,0.9873394
297,0.9251675,0.3737795,-0.06598471,-0.3795206,0.9134634,-0.1467949,0.005405697,0.1608524,0.9869636
300,0.924454,0.3767091,-0.05895046,-0.3812935,0.9134945,-0.1419262,0.0003860215,0.1536817,0.9881204
303,0.9243362,0.3762426,-0.06359416,-0.3815547,0.9132416,-0.1428498,0.004330647,0.1563059,0.9876993
306,0.9242056,0.3770559,-0.06060675,-0.3818947,0.9128516,-0.1444255,0.000868494,0.1566242,0.9876581
309,0.9248632,0.3745038,-0.06614547,-0.3802478,0.9135316,-0.1444706,0.006321193,0.1587672,0.9872959
312,0.9256688,0.3725751,-0.06576661,-0.3782797,0.9144181,-0.1440281,0.006476894,0.1582005,0.9873858
315,0.9264561,0.3710946,-0.0629903,-0.3763744,0.9153738,-0.1429439,0.004613958,0.1561392,0.9877242
318,0.9262466,0.3717517,-0.06219517,-0.3768813,0.9157786,-0.1389619,0.005297666,0.1521532,0.9883429
321,0.9258959,0.3726214,-0.06221011,-0.3777696,0.9143804,-0.1455971,0.002631119,0.1583088,0.9873861
324,0.9225281,0.381779,-0.05644963,-0.3859189,0.9136754,-0.127529,0.002888758,0.1394341,0.990227
327,0.9204455,0.3866909,-0.05701263,-0.3908707,0.9103817,-0.1357404,-0.0005863242,0.1472262,0.9891028
330,0.9205651,0.3852879,-0.06413341,-0.3905776,0.9093079,-0.1435563,0.003006515,0.1572019,0.9875619
333,0.9212373,0.382391,-0.07140663,-0.3889534,0.9083443,-0.1537075,0.006085454,0.1693749,0.9855329
336,0.9209713,0.3825894,-0.07373813,-0.389484,0.9091772,-0.1473064,0.01068318,0.1643847,0.9863386
339,0.9224731,0.3796009,-0.07033052,-0.3860048,0.9100184,-0.1512174,0.006599792,0.1666419,0.9859953
342,0.9237221,0.377093,-0.06736445,-0.3830244,0.911726,-0.1484846,0.00542544,0.1629607,0.9866174
345,0.9236113,0.3762577,-0.07329516,-0.3832065,0.9111352,-0.1516091,0.009737696,0.1681151,0.9857192
348,0.9253269,0.372159,-0.07258041,-0.3791381,0.910642,-0.1642733,0.004958981,0.1795245,0.9837411
351,0.926507,0.3699994,-0.06844886,-0.3762575,0.9128779,-0.1583797,0.003885065,0.1724943,0.9850028
354,0.9254685,0.3727254,-0.0677047,-0.3787216,0.9144893,-0.1424055,0.008837095,0.157433,0.9874902
357,0.9252104,0.3736503,-0.06611617,-0.3793931,0.9140488,-0.1434426,0.00683603,0.1577986,0.9874477
361,0.9250972,0.3732898,-0.06964183,-0.3795958,0.9139677,-0.1434231,0.01011199,0.1591161,0.9872082
364,0.9260966,0.3700298,-0.07364114,-0.3771887,0.9124917,-0.158391,0.008587519,0.174462,0.9846265
367,0.9261146,0.371345,-0.06644097,-0.3772278,0.9131308,-0.1545675,0.003271445,0.1682106,0.9857455
370,0.9241984,0.376337,-0.0650227,-0.3818578,0.9134656,-0.1405892,0.006487083,0.1547617,0.9879306
373,0.9227764,0.3797569,-0.06533256,-0.3852904,0.9119098,-0.1413216,0.005909557,0.1555802,0.9878055
376,0.9260333,0.3716473,-0.06588052,-0.3774371,0.9126377,-0.1569504,0.001794875,0.1702071,0.9854065
379,0.9242936,0.37665,-0.06177387,-0.3816557,0.9139495,-0.1379673,0.004492804,0.1510987,0.9885084
382,0.923533,0.3775966,-0.06713519,-0.3834311,0.9127998,-0.1406294,0.008179824,0.1556176,0.9877833
385,0.9251749,0.3724972,-0.07278128,-0.379411,0.9127108,-0.151678,0.009928629,0.1679427,0.9857467
388,0.9268112,0.3692737,-0.06825159,-0.3754225,0.9154289,-0.1450796,0.008905385,0.1600846,0.9870633
391,0.9309478,0.3595372,-0.06379229,-0.3651421,0.9179362,-0.1551277,0.002783069,0.167709,0.9858328
394,0.9315216,0.3575851,-0.06633794,-0.3636153,0.9193224,-0.1504341,0.007192943,0.1642541,0.986392
397,0.9330136,0.3541192,-0.06391659,-0.3598202,0.9200435,-0.1550786,0.00388972,0.167689,0.9858323
400,0.9312758,0.3593091,-0.060185,-0.3642882,0.9204085,-0.141923,0.004400558,0.1540941,0.9880463
403,0.9292181,0.3634768,-0.06662162,-0.3693966,0.9185364,-0.1408442,0.01000077,0.1554848,0.9877877
406,0.9303706,0.3594913,-0.07194754,-0.3664051,0.9184666,-0.1488835,0.0125591,0.1648788,0.9862338
409,0.9293192,0.3630173,-0.06770664,-0.3690928,0.9189045,-0.13923,0.01167304,0.1543792,0.9879427
412,0.9282696,0.3651997,-0.07032168,-0.3716695,0.9177169,-0.1402066,0.01333198,0.1562859,0.9876221
415,0.9274324,0.3672718,-0.07057104,-0.3737907,0.9164509,-0.1428216,0.01222057,0.1588362,0.9872292
418,0.9263231,0.370173,-0.06998139,-0.3765833,0.9150287,-0.144594,0.01051017,0.1602946,0.9870132
421,0.9224126,0.3804111,-0.0666529,-0.3861093,0.9122095,-0.1370906,0.008650603,0.1521894,0.9883136
424,0.9215555,0.3816445,-0.07129417,-0.3881315,0.9100869,-0.1452437,0.009452407,0.1615217,0.9868239
427,0.9211912,0.3825271,-0.07127222,-0.3889605,0.9103376,-0.1414043,0.01079079,0.1579825,0.9873829
430,0.920318,0.3856796,-0.06531382,-0.3910752,0.9108694,-0.1318216,0.008651458,0.1468605,0.9891193
433,0.9196896,0.3868765,-0.06706765,-0.3925688,0.9093976,-0.1374268,0.007823969,0.1527186,0.9882389
436,0.9203891,0.3851373,-0.06748024,-0.3909706,0.9087669,-0.145894,0.005134562,0.160662,0.9869964
439,0.9205764,0.3837623,-0.07256421,-0.3904619,0.9085317,-0.1486932,0.008864054,0.165217,0.9862174
442,0.9204041,0.384629,-0.07012087,-0.3909078,0.9085025,-0.1476973,0.00689631,0.163352,0.9865438
445,0.9214517,0.3820445,-0.07048967,-0.3884626,0.9083541,-0.1548861,0.004856208,0.1701027,0.9854144
448,0.9217962,0.3821838,-0.06501643,-0.3876694,0.9095979,-0.1494792,0.002010292,0.1629942,0.986625
451,0.9244214,0.3755134,-0.06659507,-0.3813681,0.9110714,-0.1565481,0.001886964,0.1701136,0.9854227
454,0.9253902,0.3748797,-0.05584066,-0.3789932,0.9136271,-0.1471386,-0.00414174,0.1573239,0.9875384
459,0.9261336,0.3724344,-0.0597396,-0.3771873,0.9134032,-0.1530495,-0.002434543,0.1642773,0.986411
462,0.9260521,0.3732057,-0.0560798,-0.3773644,0.9137832,-0.1503206,-0.004855721,0.1603672,0.9870454
465,0.9260761,0.37319,-0.05578986,-0.3772835,0.9132746,-0.1535803,-0.006363192,0.1632756,0.9865601
468,0.9242501,0.3773755,-0.05787283,-0.381767,0.9119611,-0.150268,-0.003929682,0.1609792,0.9869498
471,0.9240023,0.3775413,-0.06068059,-0.3823772,0.9111536,-0.1535799,-0.002693407,0.1651111,0.9862713
474,0.9231746,0.3787865,-0.06534024,-0.3843636,0.9113014,-0.1476288,0.003624853,0.1614016,0.9868821
477,0.921901,0.3826695,-0.06051846,-0.3874111,0.9118918,-0.1355204,0.003326754,0.1483819,0.9889245
480,0.9211192,0.3835864,-0.06633771,-0.3892331,0.9101911,-0.1415961,0.006065659,0.1562477,0.9876992
483,0.9216278,0.3825597,-0.06519675,-0.3880286,0.9110286,-0.1395025,0.006028086,0.1538675,0.9880732
486,0.922065,0.3809194,-0.06853128,-0.3869408,0.9111817,-0.1415086,0.00854108,0.1569977,0.987562
489,0.922622,0.3799652,-0.06629641,-0.3856446,0.9118009,-0.1410586,0.006851771,0.1557106,0.987779
492,0.9225314,0.3801536,-0.06647743,-0.3858445,0.9120166,-0.139104,0.007747647,0.1539777,0.9880441
495,0.9231847,0.3796638,-0.0598762,-0.3843535,0.9125047,-0.1400264,0.001474354,0.1522839,0.9883355
498,0.9236091,0.3787456,-0.05914591,-0.3833346,0.9129557,-0.1398809,0.001018323,0.1518679,0.9884004
501,0.9249988,0.3747577,-0.06272244,-0.3799526,0.9138579,-0.1431777,0.00366246,0.1562707,0.9877075
504,0.9261498,0.3721403,-0.06130383,-0.377138,0.9153736,-0.1409191,0.003674234,0.1536322,0.9881213
507,0.9264582,0.3715076,-0.06047814,-0.3763737,0.9161866,-0.1376412,0.004274522,0.1502812,0.9886342
510,0.9273978,0.3698428,-0.05611877,-0.3740756,0.9171603,-0.1374201,0.0006460853,0.1484358,0.9889217
513,0.92643,0.3717959,-0.05911891,-0.3764207,0.9172812,-0.1300101,0.00589145,0.1426988,0.9897486
516,0.9259093,0.373484,-0.05658388,-0.3777327,0.9166836,-0.1304199,0.003159767,0.1421306,0.989843
519,0.9249196,0.375705,-0.05804336,-0.3801474,0.9153861,-0.1324985,0.003351733,0.1446155,0.989482
522,0.9254662,0.3733794,-0.064033,-0.3788114,0.9137926,-0.1465783,0.003783568,0.1599097,0.9871244
525,0.9250256,0.3748664,-0.06166567,-0.3798903,0.9141299,-0.141597,0.003290459,0.1544071,0.9880018
528,0.9249831,0.3753636,-0.05922974,-0.3800004,0.9146421,-0.1379472,0.002393638,0.1501062,0.9886669
531,0.922876,0.3811353,-0.05509635,-0.3850818,0.9146166,-0.1232402,0.003420854,0.134952,0.9908461
534,0.9210125,0.3858774,-0.05324293,-0.3895328,0.9121533,-0.1274388,-0.0006100435,0.1381126,0.9904164
537,0.9225001,0.380729,-0.06355247,-0.3859965,0.9100728,-0.1509113,0.0003810775,0.1637467,0.9865023
540,0.9227037,0.3803993,-0.06256326,-0.3855053,0.9112479,-0.1449582,0.001868656,0.1578719,0.9874578
543,0.9223195,0.3821925,-0.05705895,-0.3864156,0.9109837,-0.1441935,-0.003129918,0.155041,0.9879031
546,0.9217055,0.3835031,-0.05817772,-0.3878745,0.9098694,-0.1472792,-0.003547913,0.1583137,0.9873826
549,0.9210104,0.385307,-0.0572549,-0.3895083,0.9091347,-0.1475033,-0.004781642,0.1581534,0.9874029
552,0.9195781,0.3894763,-0.05180983,-0.3928012,0.90824,-0.1442468,-0.009124966,0.1529972,0.9881845
556,0.9182894,0.3924011,-0.052593,-0.395811,0.9069542,-0.1441108,-0.008849796,0.1531523,0.9881631
559,0.9186983,0.3905752,-0.05869155,-0.3949338,0.9067122,-0.1479884,-0.004584269,0.159136,0.9872462
562,0.9191693,0.3906945,-0.04985855,-0.3936669,0.9073262,-0.1476,-0.01242854,0.155297,0.9877898
565,0.9190049,0.3905754,-0.05367188,-0.3941178,0.9066821,-0.1503286,-0.01005133,0.1593058,0.987178
568,0.917913,0.3939138,-0.04762129,-0.396571,0.9068806,-0.1424755,-0.01293626,0.1496653,0.9886522
571,0.9174016,0.3947881,-0.05016623,-0.3978118,0.9062669,-0.1429204,-0.01095928,0.1510721,0.988462
574,0.9174924,0.3931756,-0.06017208,-0.3977509,0.9063865,-0.1423302,-0.001421627,0.1545204,0.9879887
577,0.9171765,0.3940484,-0.05927205,-0.3984805,0.9066896,-0.1383012,-0.0007560067,0.1504654,0.988615
580,0.9169638,0.394657,-0.05850975,-0.3989627,0.9061116,-0.1406789,-0.002503559,0.1523407,0.9883249
583,0.9189321,0.3892343,-0.06372136,-0.3943951,0.9051586,-0.1585568,-0.004037822,0.1708344,0.9852914
586,0.9199905,0.3867649,-0.06348262,-0.3919309,0.9067041,-0.1558126,-0.002702874,0.1682269,0.9857444
589,0.9172348,0.3936961,-0.06069354,-0.3983454,0.9060957,-0.1425181,-0.001114669,0.1548996,0.9879295
592,0.9176664,0.3925216,-0.06176991,-0.3973494,0.9059259,-0.1463283,-0.001478053,0.1588248,0.9873058
595,0.9171996,0.3920573,-0.07096591,-0.3983678,0.9055008,-0.1461899,0.006944868,0.1623558,0.9867079
598,0.9178326,0.3919224,-0.06308809,-0.3969614,0.9052678,-0.1513665,-0.002212282,0.1639726,0.9864624
601,0.9182457,0.3917303,-0.05806946,-0.3959804,0.9064281,-0.1469266,-0.004919829,0.1579091,0.9874413
604,0.9207647,0.3848625,-0.06382115,-0.3901155,0.907735,-0.1543604,-0.001474824,0.1670272,0.9859512
607,0.921177,0.3847371,-0.05840007,-0.3891379,0.9098735,-0.1438823,-0.002220179,0.1552667,0.9878702
610,0.9215158,0.3842762,-0.05604032,-0.3883058,0.9098454,-0.1462872,-0.005226682,0.1565668,0.9876536
613,0.9237403,0.3783896,-0.05937558,-0.3829367,0.9091473,-0.1637405,-0.007976525,0.1739907,0.9847151
616,0.924977,0.3752161,-0.06025079,-0.3799759,0.9106753,-0.1621374,-0.005967641,0.1728672,0.9849269
619,0.9238668,0.3783838,-0.05740999,-0.3826576,0.9106963,-0.1555814,-0.006586408,0.1657048,0.9861534
622,0.9220459,0.3832479,-0.05433914,-0.3870136,0.9101384,-0.1478817,-0.007219228,0.1573837,0.9875113
625,0.9204694,0.38685,-0.05552416,-0.3907678,0.9088293,-0.1460466,-0.006036136,0.1561285,0.9877182
628,0.9224854,0.3803436,-0.06602679,-0.3860299,0.908316,-0.1610681,-0.001288023,0.1740713,0.9847323
631,0.9239417,0.3764461,-0.06797041,-0.3825283,0.910123,-0.1592105,0.001927284,0.1731018,0.984902
634,0.9239862,0.3777908,-0.05935816,-0.3824071,0.9112204,-0.1531077,-0.003754303,0.1641684,0.986425
637,0.9242448,0.3771393,-0.05947746,-0.3817636,0.9107051,-0.1577113,-0.005312718,0.1684702,0.9856925
640,0.9238192,0.3778436,-0.06158164,-0.3828207,0.9107068,-0.1551181,-0.002527558,0.1668758,0.9859747
643,0.9235502,0.3783549,-0.06246858,-0.3834772,0.9112365,-0.1503104,5.295899E-05,0.1627745,0.9866632
646,0.9235163,0.3781795,-0.06401619,-0.3835543,0.9114069,-0.149076,0.00196732,0.1622278,0.9867515
649,0.9215823,0.3825709,-0.06576973,-0.3881498,0.9104008,-0.1432137,0.005087421,0.1575117,0.9875041
653,0.9195997,0.387778,-0.06296279,-0.39284,0.9091349,-0.1383842,0.003579345,0.1519924,0.988375
656,0.9171512,0.3933466,-0.06412502,-0.3985254,0.9065119,-0.1393325,0.003324133,0.1533444,0.9881672
659,0.9184757,0.3904926,-0.06259209,-0.3954606,0.905413,-0.154396,-0.003618794,0.1665617,0.9860244
662,0.9199677,0.3881832,-0.05452799,-0.3918183,0.9064471,-0.1575824,-0.0117441,0.1663358,0.9859993
665,0.9191325,0.3901568,-0.05452894,-0.3938377,0.9067401,-0.1507129,-0.009358084,0.1600007,0.9870727
668,0.9187095,0.3911858,-0.05428236,-0.3945306,0.9028488,-0.1709084,-0.01784818,0.1784312,0.9837905
671,0.9180619,0.3926575,-0.05461023,-0.3961546,0.9034659,-0.1637401,-0.01495527,0.1719576,0.9849908
674,0.9148181,0.3988713,-0.06332175,-0.4038483,0.9019852,-0.1527395,-0.003808134,0.1653012,0.9862359
677,0.912614,0.4034003,-0.06635893,-0.4088053,0.8990138,-0.15701,-0.003680295,0.1704174,0.985365
680,0.9122538,0.4045456,-0.06430994,-0.4096226,0.9003642,-0.1468111,-0.001489414,0.1602718,0.9870718
683,0.9106486,0.4077029,-0.06706041,-0.4131611,0.9001337,-0.1380471,0.004081143,0.1534192,0.9881526
686,0.9098048,0.4104165,-0.06175329,-0.4150342,0.8991957,-0.1385411,-0.001331244,0.151675,0.9884295
689,0.9073921,0.4147591,-0.06792687,-0.4202565,0.893532,-0.1580655,-0.004864253,0.1719741,0.9850892
692,0.9034647,0.4238526,-0.06403453,-0.4285241,0.8892453,-0.1600307,-0.01088704,0.1720225,0.9850329
695,0.9002346,0.4312636,-0.05991507,-0.4351908,0.8869084,-0.1549282,-0.01367571,0.1655461,0.9861074
698,0.8964362,0.4397639,-0.05486026,-0.4430559,0.8864668,-0.1337077,-0.01016802,0.1441666,0.989501
701,0.894977,0.4423209,-0.05803598,-0.4461117,0.8872161,-0.1176087,-0.0005303357,0.1311477,0.9913626
704,0.8952686,0.4409587,-0.06363551,-0.4453604,0.8896608,-0.100785,0.012172,0.1185704,0.992871
707,0.8974003,0.4371212,-0.05998099,-0.441133,0.8915574,-0.1026018,0.008627057,0.1185345,0.9929125
710,0.900385,0.4310011,-0.05953842,-0.4350523,0.8937235,-0.1094883,0.006021309,0.1244839,0.9922034
713,0.9033273,0.4254494,-0.05470134,-0.428951,0.8961537,-0.1136183,0.0006819713,0.1260987,0.9920173
716,0.9062523,0.4197577,-0.05010149,-0.4226767,0.9017403,-0.0906015,0.00714786,0.1032846,0.994626
719,0.9060228,0.4206174,-0.04694266,-0.4225446,0.9052811,-0.04384236,0.02405544,0.05955755,0.9979349
722,0.9079165,0.4150441,-0.05853156,-0.4172219,0.9082651,-0.0313094,0.0401674,0.05284697,0.9977944
725,0.9114935,0.406045,-0.06563093,-0.4093717,0.911056,-0.04890878,0.03993428,0.07144748,0.9966448
728,0.9130868,0.4017122,-0.06999774,-0.4059486,0.9117107,-0.06315906,0.03844593,0.08608521,0.9955456
731,0.9126155,0.4018576,-0.07512058,-0.4066171,0.9112892,-0.06491628,0.04236948,0.08978893,0.995059
734,0.9102622,0.4068357,-0.07685906,-0.4111161,0.9101344,-0.05136972,0.04905304,0.07835791,0.9957177
737,0.9102631,0.4085667,-0.0670374,-0.411775,0.9102354,-0.04373194,0.04315241,0.06741191,0.9967914
740,0.9067593,0.4160483,-0.0684952,-0.4188894,0.9074141,-0.03363398,0.04816015,0.05918983,0.9970844
743,0.9033074,0.4239902,-0.06533294,-0.4263259,0.9041771,-0.02665125,0.04777268,0.05192739,0.9975078
746,0.9010651,0.4284857,-0.06694327,-0.4306624,0.902252,-0.02170281,0.05110036,0.04838559,0.9975206
750,0.9000704,0.4310785,-0.06359541,-0.432973,0.9012038,-0.01913074,0.04906558,0.04475411,0.9977923
753,0.8999323,0.430962,-0.06628774,-0.4329374,0.9012378,-0.0183307,0.05184117,0.04519482,0.9976324
756,0.9005247,0.4307638,-0.05914076,-0.4315973,0.902065,-0.001471152,0.0527151,0.0268498,0.9982485
759,0.8995147,0.4338414,-0.05152705,-0.4332998,0.9009853,0.02183723,0.05589901,0.00268375,0.9984329
762,0.8985714,0.4344429,-0.06187592,-0.433031,0.9006855,0.03534836,0.0710876,-0.004968839,0.9974576
765,0.8983908,0.4337688,-0.06883858,-0.4313482,0.9009296,0.04758808,0.08266094,-0.01305929,0.9964922
768,0.8990872,0.4329747,-0.06461387,-0.4315375,0.901397,0.03547702,0.07360341,-0.004013629,0.9972794
771,0.8921372,0.4486081,-0.05331241,-0.4462479,0.8934711,0.05071929,0.07038617,-0.02145801,0.9972891
774,0.8861994,0.4605191,-0.05072188,-0.4579046,0.8872722,0.05541916,0.0705257,-0.02588665,0.997174
777,0.879961,0.4719698,-0.05397303,-0.4698712,0.8814638,0.04735495,0.06992538,-0.01631014,0.9974188
780,0.8736155,0.4836624,-0.05354157,-0.4818889,0.8751753,0.04302786,0.06766921,-0.01178871,0.9976382
783,0.86834,0.493077,-0.05348483,-0.4901982,0.8696342,0.05866841,0.07544028,-0.02472597,0.9968437
786,0.8630091,0.5033163,-0.04345097,-0.4996581,0.8630903,0.07359968,0.07454603,-0.04180657,0.9963409
789,0.8552203,0.5172741,-0.0320261,-0.5124636,0.8532515,0.09665906,0.07732555,-0.06625258,0.9948022
