Packet Number,Roll | Phi | X (degrees), Pitch | Theta | Y (degrees), Yaw | Psi | Z (degrees)
3314,-0.8533334,0.2446573,-0.01930775
3319,-0.8463019,0.2377938,-0.001756232
3324,-0.8357754,0.2309278,0.01580151
3329,-0.821761,0.2240324,0.02986786
3334,-0.8112606,0.2100914,0.03698142
3341,-0.8042638,0.1996228,0.04056488
3346,-0.800775,0.1926032,0.03712285
3351,-0.790291,0.1890789,0.03366762
3356,-0.7728152,0.1750624,0.03029382
3361,-0.7693266,0.16105,0.02689606
3366,-0.7658553,0.1469443,0.009509396
3371,-0.7518805,0.1363834,-0.0008948789
3376,-0.7343991,0.1258702,-0.004303858
3381,-0.7204071,0.1188988,-0.0007474958
3386,-0.7238969,0.1154459,0.006265023
3391,-0.7204035,0.1119267,0.002793504
3396,-0.7168928,0.1120142,0.01678504
3401,-0.709886,0.1225693,0.02721799
3406,-0.7028732,0.1331446,0.04114928
3411,-0.6818771,0.1471669,0.04808456
3416,-0.678356,0.1682098,0.058456
3421,-0.6958438,0.1856612,0.05133003
3426,-0.706351,0.2065617,0.03719551
3431,-0.6959089,0.2273707,0.009110661
3436,-0.7064214,0.2482888,-0.001530645
3441,-0.7064539,0.2621906,-0.01560508
3446,-0.6995088,0.2655606,-0.03659274
3451,-0.6855611,0.2654606,-0.05404563
3456,-0.6855514,0.2619845,-0.05052765
3461,-0.6925113,0.2550718,-0.03651313
3466,-0.6924846,0.2411472,-0.02593743
3471,-0.6994401,0.2202701,-0.008338823
3476,-0.6889349,0.1923369,-0.001156362
3481,-0.6889185,0.1749148,0.0094399
3486,-0.6889102,0.1574717,0.01653911
3491,-0.7028999,0.1469825,0.01658422
3496,-0.7168935,0.1364715,0.01313487
3502,-0.7343872,0.1329315,0.006142392
3507,-0.7448863,0.1363836,-0.0008865551
3512,-0.7379155,0.1502591,-0.01845343
3517,-0.7309512,0.1711309,-0.03606325
3522,-0.7239965,0.1989987,-0.05371476
3527,-0.7100702,0.2268299,-0.07834317
3532,-0.7066187,0.2582407,-0.08902151
3537,-0.696147,0.2827281,-0.08914668
3542,-0.6681593,0.3037935,-0.07870898
3547,-0.6261922,0.3143332,-0.07515814
3552,-0.5772474,0.3213425,-0.07855635
3557,-0.5317535,0.3179259,-0.06792143
3562,-0.4897744,0.310972,-0.06427807
3567,-0.4582869,0.3040099,-0.06066761
3572,-0.4477556,0.297076,-0.04662393
3577,-0.4407307,0.2866281,-0.03607404
3582,-0.4267283,0.2691602,-0.0324768
3587,-0.4162318,0.2516778,-0.03238865
3592,-0.4022537,0.2376688,-0.0393031
3597,-0.3882776,0.2166555,-0.0496944
3602,-0.3743015,0.2026389,-0.06011368
3607,-0.360317,0.1886359,-0.06703924
3612,-0.3323557,0.171116,-0.08442821
3617,-0.3183562,0.1501339,-0.08784617
3622,-0.2973568,0.1396768,-0.0807972
3627,-0.2658514,0.1292564,-0.05975165
3632,-0.2238633,0.1223182,-0.04220492
3637,-0.1783861,0.1118599,-0.03164861
3642,-0.1329088,0.1083916,-0.01761154
3647,-0.1258979,0.09792044,-0.000107582
3652,-0.1328951,0.09441922,-0.003606665
3657,-0.1328951,0.09441922,-0.003606665
3663,-0.1363954,0.09791209,-0.00711087
3668,-0.1328956,0.1084078,-0.003622888
3673,-0.1119243,0.1223869,-0.01410819
3678,-0.09445266,0.136369,-0.02459255
3683,-0.07697902,0.1503567,-0.03157547
3688,-0.05600489,0.1643494,-0.03505196
3693,-0.02102743,0.1818472,-0.02801068
3698,0.03493588,0.1958473,-0.02092327
3703,0.1188856,0.1993488,-0.01028467
3708,0.2168245,0.1993374,0.0003771773
3713,0.3252546,0.1993067,0.0110572
3718,0.4476838,0.1957287,0.02874198
3723,0.559628,0.1850889,0.05336137
3728,0.6715589,0.1884508,0.06755053
3733,0.8114852,0.202206,0.08886103
3738,1.017878,0.1948064,0.1171403
3743,1.266249,0.1836379,0.1559138
3748,1.514629,0.2001776,0.2019963
3753,1.784135,0.2410693,0.2415895
3758,2.060588,0.27482,0.2777622
3763,2.389704,0.3143747,0.356347
3768,2.757333,0.3533282,0.4352728
3773,3.135625,0.3877621,0.5318779
3778,3.549028,0.4177699,0.6322373
3783,4.036059,0.4423522,0.7539513
3788,4.603632,0.4578745,0.8864
3793,5.234325,0.4531133,1.039448
3798,5.858298,0.4651094,1.175874
3803,6.384173,0.4616425,1.269202
3808,6.867971,0.4660546,1.341791
3813,7.379833,0.466474,1.407345
3818,7.90964,0.4606814,1.500711
3824,8.467365,0.4531127,1.601078
3829,9.036189,0.4502976,1.715989
3834,9.602096,0.458295,1.856474
3839,10.14367,0.4584523,2.034972
3844,10.60724,0.4011026,2.225453
3849,11.05919,0.2985461,2.397147
3854,11.56409,0.2101467,2.576866
3859,12.14691,0.1294714,2.750169
3864,12.8148,0.07540517,2.901508
3869,13.50791,0.04404514,3.048157
3874,14.25856,0.02579922,3.175526
3879,15.12648,0.01082195,3.293331
3884,16.06628,0.01763709,3.404045
3889,17.01756,-0.006598323,3.542718
3894,17.97595,-0.0581035,3.68078
3899,18.90239,-0.13329,3.803793
3904,19.71923,-0.2470405,3.933354
3909,20.41063,-0.4105449,4.016908
3914,21.08216,-0.6311408,4.059578
3919,21.81803,-0.8931606,4.077826
3924,22.69111,-1.125978,4.062601
3929,23.57367,-1.238593,4.01546
3934,24.42375,-1.288006,3.948195
3939,25.28125,-1.25821,3.897918
3944,26.20732,-1.141202,3.882581
3949,27.18485,-0.9546027,3.857434
3954,28.17838,-0.7511518,3.782091
3959,29.08758,-0.5535572,3.665184
3964,29.92864,-0.353828,3.504245
3969,30.77458,-0.1418217,3.349213
3974,31.69464,0.06557272,3.21442
3979,32.66543,0.2963099,3.155579
3986,33.70539,0.5267782,3.123401
3991,34.79715,0.7217861,3.07773
3996,35.8959,0.8944982,3.06179
4001,37.07209,1.011237,3.102134
4006,38.35767,1.062866,3.184104
4011,39.69495,1.068151,3.222811
4016,41.02914,1.07926,3.234532
4021,42.37202,1.088641,3.18276
4026,43.62341,1.111652,3.059423
4031,44.72683,1.173732,2.865561
4036,45.69218,1.310078,2.620387
4041,46.62078,1.515133,2.423768
4046,47.55894,1.752592,2.285813
4051,48.47028,1.989864,2.192275
4056,49.41265,2.207456,2.139952
4061,50.45398,2.381773,2.085043
4066,51.47338,2.473195,2.038843
4071,52.58319,2.539092,2.007546
4076,53.82483,2.562604,2.03054
4081,55.0739,2.540269,2.066227
4086,56.27091,2.490103,2.101207
4091,57.45992,2.419628,2.128235
4096,58.55076,2.358489,2.152357
4101,59.53122,2.31613,2.178949
4106,60.44444,2.293425,2.254964
4111,61.39626,2.250504,2.369435
4116,62.39346,2.182122,2.474544
4121,63.42095,2.094011,2.527307
4126,64.42707,1.992135,2.507813
4131,65.34492,1.8928,2.439624
4136,66.25012,1.765671,2.350713
4141,67.19845,1.613049,2.2558
4147,68.19797,1.434914,2.166747
4152,69.22923,1.267212,2.098537
4157,70.27396,1.10744,2.066654
4162,71.27798,0.9697244,2.080896
4167,72.17894,0.8830458,2.16704
4172,73.01598,0.8176236,2.293438
4177,73.90012,0.7395881,2.403063
4182,74.78405,0.6235034,2.519092
4187,75.6612,0.4646941,2.623603
4192,76.62559,0.2442984,2.720369
4197,77.65687,-0.03815113,2.75282
4202,78.65457,-0.334314,2.714808
4207,79.52879,-0.5758601,2.660398
4212,80.28239,-0.7538499,2.608158
4217,80.93991,-0.8826876,2.575599
4222,81.59758,-0.9820552,2.566803
4227,82.30421,-1.088013,2.584111
4232,83.05759,-1.204341,2.573046
4237,83.789,-1.309482,2.528081
4242,84.40958,-1.389791,2.474693
4247,84.88158,-1.447686,2.453751
4252,85.26686,-1.485194,2.460013
4257,85.58536,-1.505524,2.491045
4262,85.88482,-1.506713,2.496781
4267,86.13826,-1.491386,2.450661
4272,86.35058,-1.467168,2.340595
4277,86.55081,-1.455897,2.18907
4282,86.69704,-1.451744,1.996439
4287,86.76464,-1.429502,1.772241
4292,86.77538,-1.391268,1.553304
4297,86.82203,-1.358411,1.420653
4302,86.98137,-1.349906,1.346742
4308,87.20934,-1.3585,1.30463
4313,87.45229,-1.367314,1.252419
4318,87.66028,-1.374927,1.230251
4323,87.85539,-1.38161,1.247795
4328,88.03789,-1.382728,1.295025
4333,88.23287,-1.386914,1.32486
4338,88.41349,-1.384057,1.322606
4343,88.58725,-1.361607,1.295444
4348,88.75909,-1.327175,1.22623
4353,88.86713,-1.267403,1.132862
4358,88.88121,-1.166789,1.06493
4363,88.83336,-1.035715,1.022043
4368,88.81976,-0.9196035,0.998713
4373,88.89227,-0.8312026,0.9972549
4378,89.02618,-0.7728606,1.015571
4383,89.17732,-0.7295377,1.034002
4388,89.32611,-0.6813992,1.037717
4393,89.4798,-0.640744,1.039091
4398,89.65553,-0.6076168,1.06766
4403,89.83115,-0.5745333,1.126003
4408,89.97218,-0.5388238,1.182184
4413,90.0565,-0.507556,1.204058
4418,90.0863,-0.4905677,1.216303
4423,90.09636,-0.4832369,1.194011
4428,90.07408,-0.4928732,1.174291
4433,90.02473,-0.4997772,1.132466
4438,89.93851,-0.486596,1.085877
4443,89.81776,-0.4582975,1.04923
4448,89.68458,-0.432443,1.015073
4453,89.59084,-0.4118813,1.000517
4458,89.56638,-0.3794918,1.007901
4463,89.59151,-0.337718,0.995305
4469,89.60183,-0.2908657,0.9827478
4474,89.58746,-0.2363384,0.9825879
4479,89.57312,-0.1843855,0.9552235
4484,89.5291,-0.1297363,0.9253964
4489,89.48996,-0.08013815,0.8856553
4494,89.46053,-0.04775135,0.8879961
4499,89.4903,-0.03551856,0.9101845
4504,89.52494,-0.03066344,0.9546638
4509,89.55961,-0.02333399,1.006554
4514,89.58932,-0.01840103,1.075768
4519,89.61652,-0.01591073,1.15738
4524,89.6413,-0.01096731,1.236488
4529,89.63651,0.004126088,1.300731
4534,89.62186,0.0192446,1.335298
4539,89.60241,0.04681977,1.377234
4544,89.60507,0.06169524,1.396995
4549,89.61508,0.07148188,1.401913
4554,89.63004,0.08122291,1.411782
4559,89.65975,0.08333735,1.414269
4564,89.67454,0.08061867,1.392033
4569,89.672,0.0756451,1.372235
4574,89.66698,0.07068739,1.347519
4579,89.63717,0.06103635,1.312914
4584,89.57776,0.05901614,1.251073
4589,89.49366,0.06200278,1.159525
4594,89.38506,0.08975961,1.057934
4599,89.25668,0.1249231,0.9586926
4604,89.1259,0.1699203,0.8790568
4609,88.99507,0.2198181,0.8141494
4614,88.8593,0.2794428,0.7440707
4619,88.71124,0.3491358,0.6984126
4624,88.56566,0.418951,0.67238
4631,88.42992,0.478958,0.6611837
4636,88.29675,0.536624,0.6622428
4641,88.16348,0.5894502,0.6682203
4646,88.05257,0.6423173,0.6840783
4651,87.97866,0.6775403,0.6929355
4656,87.92696,0.6956614,0.7195231
4661,87.88758,0.7134391,0.7313226
4666,87.86794,0.7260624,0.7383851
4671,87.88289,0.7360402,0.7481887
4676,87.96204,0.7331919,0.7561677
4681,88.07351,0.7207136,0.7941723
4686,88.16021,0.7082593,0.8270513
4691,88.19992,0.7034975,0.8570492
4696,88.22475,0.6938835,0.8870281
4701,88.25683,0.676353,0.8899429
4706,88.26672,0.6568707,0.9150266
4711,88.27658,0.6373839,0.9401067
4716,88.27168,0.6206006,0.9724821
4721,88.2568,0.6061159,0.9874601
4726,88.24914,0.5766739,0.9977833
4731,88.26862,0.5418888,0.9984069
4736,88.26577,0.5021157,0.9841355
4741,88.26525,0.4522936,0.9601572
4746,88.2795,0.3996188,0.9189626
4751,88.27888,0.3443345,0.8604373
4756,88.27581,0.2838918,0.7871278
4761,88.25298,0.2284497,0.7087941
4766,88.20309,0.1779864,0.6253996
4771,88.12608,0.1272525,0.5222258
4776,88.00464,0.09103909,0.3990741
4781,87.84373,0.06464173,0.2807357
4786,87.68036,0.05002822,0.149863
4792,87.51955,0.05503226,0.02848974
4797,87.34137,0.08451932,-0.08853508
4802,87.1706,0.1142643,-0.1809203
4807,87.02203,0.1445607,-0.2437059
4812,86.89816,0.1777023,-0.2892982
4817,86.79169,0.2167064,-0.3004574
4822,86.70754,0.2614,-0.287058
4827,86.65057,0.3039299,-0.2661725
4832,86.58871,0.3392757,-0.2377074
4837,86.52195,0.3723964,-0.2018056
4842,86.50723,0.3934991,-0.1579647
4847,86.53951,0.4067181,-0.1310363
4852,86.57414,0.416944,-0.1213233
4857,86.58396,0.4264002,-0.1364132
4862,86.55917,0.4358093,-0.1516319
4867,86.52187,0.4520913,-0.1844335
4872,86.46246,0.4738514,-0.1977101
4877,86.42033,0.5010486,-0.1962643
4882,86.39301,0.5182324,-0.1994029
4887,86.39294,0.525258,-0.2119951
4892,86.38791,0.5346668,-0.2271596
4897,86.36327,0.5376351,-0.21005
4902,86.36333,0.533006,-0.2000064
4907,86.37819,0.5182045,-0.1994691
4912,86.39565,0.5037076,-0.1890338
4917,86.41054,0.4892145,-0.1786178
4922,86.42043,0.4667551,-0.185296
4927,86.41789,0.4543251,-0.1873954
4932,86.42542,0.4445962,-0.1821101
4937,86.41804,0.4404227,-0.1572707
4942,86.41078,0.4386277,-0.1349726
4947,86.40592,0.4443401,-0.1104298
4953,86.41086,0.4591751,-0.1108755
4958,86.42071,0.4813531,-0.114003
4963,86.42564,0.5012859,-0.109656
4968,86.44542,0.521234,-0.1052403
4973,86.46288,0.5392294,-0.08344837
4978,86.48516,0.5499056,-0.05893173
4983,86.49277,0.5680326,-0.03223504
4988,86.48299,0.5761262,-0.0102659
4993,86.49312,0.5800379,0.03667164
4998,86.54522,0.5782158,0.05925504
5003,86.58978,0.5736975,0.07445838
5008,86.60966,0.5841596,0.09404006
5013,86.62458,0.6018161,0.1059657
5018,86.63451,0.6143851,0.1130706
5023,86.6395,0.6269572,0.1201504
5028,86.65683,0.6315832,0.1102117
5033,86.6542,0.6434525,0.09253554
5038,86.65412,0.6578501,0.07727081
5043,86.6565,0.6767429,0.04704406
5048,86.63896,0.6932662,0.01924346
5053,86.63881,0.7024279,-0.005765914
5058,86.67093,0.6970456,-0.02025625
5063,86.72038,0.6772886,-0.01938961
5068,86.7773,0.6500336,-0.02076003
5073,86.8219,0.6332256,-0.00272353
5078,86.83684,0.6090552,0.01781735
5083,86.82223,0.5929177,0.06024281
5088,86.80747,0.5933366,0.07499787
5093,86.77033,0.5959099,0.0772088
5098,86.71095,0.6006008,0.06686939
5103,86.67122,0.6094994,0.03176766
5108,86.63879,0.6131546,-0.01304257
5114,86.59634,0.621134,-0.07783133
5119,86.57896,0.635198,-0.103084
5124,86.61839,0.6470879,-0.1205339
5129,86.64794,0.6639199,-0.1381772
5134,86.65543,0.6913213,-0.1315095
5139,86.6852,0.7093066,-0.1095849
5144,86.72495,0.7251716,-0.07515746
5149,86.75489,0.7288587,-0.03301588
5154,86.76759,0.7325063,0.009017858
5159,86.77766,0.7382852,0.03860612
5164,86.78017,0.7363152,0.05599636
5169,86.77032,0.7364577,0.06087673
5174,86.75539,0.7310991,0.04608904
5179,86.74048,0.728279,0.03370454
5184,86.72558,0.7279981,0.02372215
5189,86.72046,0.7320926,-0.006114671
5194,86.71525,0.7408447,-0.04598142
5199,86.69032,0.7522604,-0.07863348
5204,86.67028,0.7635239,-0.1162011
5209,86.64285,0.7726698,-0.1413938
5214,86.6056,0.779682,-0.1542256
5219,86.56609,0.7898039,-0.144902
5224,86.53889,0.795023,-0.1353537
5229,86.53163,0.7978415,-0.1231169
5234,86.56639,0.7960812,-0.1005557
5239,86.60616,0.7920594,-0.07047193
5244,86.62872,0.7881357,-0.03556386
5249,86.63882,0.7915553,-0.003433082
5254,86.63905,0.8048567,0.02833977
5259,86.62173,0.8223956,0.0351239
5264,86.59217,0.8426131,0.04915429
5269,86.58749,0.873305,0.08284179
5276,86.57307,0.8995074,0.1314282
5281,86.54636,0.9311484,0.1945933
5286,86.51481,0.96313,0.267592
5291,86.50059,0.9898388,0.330983
5296,86.50625,1.004519,0.4072811
5301,86.54369,0.9931343,0.4450542
5306,86.5931,0.9709303,0.4535653
5311,86.63999,0.9409298,0.4498846
5316,86.67435,0.9155115,0.4311131
5321,86.70127,0.8872821,0.3999703
5326,86.7282,0.8517234,0.3714988
5331,86.74274,0.8187732,0.3453311
5336,86.72279,0.7936873,0.3310629
5341,86.70042,0.7789339,0.3313405
5346,86.70546,0.7646581,0.3515768
5351,86.72537,0.745674,0.3819396
5356,86.75271,0.7337033,0.3997655
5361,86.78506,0.7317327,0.4222834
5366,86.81988,0.7373777,0.452035
5371,86.86961,0.7481586,0.4916417
5376,86.92683,0.7660723,0.5236827
5381,86.97646,0.7836147,0.540868
5386,87.03361,0.793866,0.5657184
5391,87.10307,0.79682,0.5982831
5396,87.17987,0.7846022,0.6213675
5401,87.25167,0.777088,0.6343936
5406,87.30116,0.7648687,0.6523322
5411,87.32095,0.7599304,0.657527
5416,87.30114,0.7599245,0.6524485
5421,87.27641,0.7624748,0.6497503
5426,87.25175,0.7676735,0.6544085
5431,87.23694,0.7775248,0.6491245
5437,87.22954,0.7948275,0.6461966
5442,87.23221,0.8171041,0.6481363
5447,87.2523,0.8398948,0.6749421
5452,87.28725,0.8650014,0.6993394
5457,87.30734,0.8852404,0.7237509
5462,87.32733,0.9002966,0.7383953
5467,87.35208,0.905086,0.7384791
5472,87.35722,0.9080392,0.7607136
5477,87.36725,0.9058998,0.7781568
5482,87.40449,0.8961936,0.7984418
5487,87.48347,0.8637891,0.8121389
5492,87.57725,0.8356463,0.8010386
5497,87.66099,0.8123683,0.7798646
5502,87.7201,0.7919001,0.7658509
5507,87.7571,0.7718619,0.7664821
5512,87.79905,0.7493663,0.7696532
5517,87.83361,0.7343977,0.775109
5522,87.86827,0.71494,0.8053722
5527,87.92023,0.7024277,0.818272
5532,87.94984,0.6971862,0.813601
5537,87.93488,0.7042179,0.786178
5542,87.89269,0.7114348,0.7585973
5547,87.85287,0.7206569,0.7087116
5552,87.80313,0.7273802,0.6563309
5557,87.77829,0.7393537,0.6287346
5562,87.78569,0.7466994,0.626181
5567,87.81054,0.7542202,0.638566
5572,87.84279,0.7542144,0.6486575
5577,87.8776,0.7618511,0.6710049
5582,87.90753,0.764829,0.7082488
5587,87.93752,0.7727323,0.7454058
5592,87.96742,0.7731555,0.7802258
5598,88.00465,0.7658597,0.8028458
5603,88.03194,0.7587377,0.8303739
5608,88.04189,0.751545,0.8478755
5613,88.02466,0.7444499,0.8602321
5618,88.00003,0.7497495,0.8698722
5623,87.99519,0.7573328,0.8771272
5628,88.00031,0.7698722,0.8893083
5633,87.99798,0.7873438,0.8964263
5638,87.99326,0.8146209,0.8983894
5643,87.99364,0.8470633,0.9151366
5648,87.99891,0.8768644,0.9245479
5653,88.00899,0.9039387,0.9216813
5658,88.02385,0.9209154,0.9091397
5663,88.05843,0.9254232,0.8994483
5668,88.08304,0.9176918,0.8923569
5673,88.09046,0.9078076,0.8975078
5678,88.10035,0.8980054,0.9076414
5683,88.10535,0.8858902,0.925193
5688,88.10294,0.8788793,0.9475697
5693,88.09313,0.8766922,0.9598967
5698,88.08073,0.8790411,0.9473757
5703,88.05365,0.8966299,0.9493631
5708,88.04404,0.9191716,0.9612691
5713,88.04944,0.949218,0.9855327
5718,88.0673,0.9794251,1.024765
5723,88.08038,1.009704,1.068864
5728,88.09818,1.034863,1.103251
5733,88.12351,1.055132,1.147665
5738,88.1536,1.065283,1.182403
5743,88.17633,1.073037,1.219562
5748,88.19395,1.083155,1.244325
5753,88.20179,1.093403,1.273888
5759,88.19473,1.098995,1.308384
5764,88.15785,1.10713,1.32524
5769,88.10851,1.115151,1.327104
5774,88.06906,1.127923,1.324032
5779,88.04948,1.135773,1.336071
5784,88.03705,1.145577,1.32097
5789,88.02222,1.155465,1.310758
5794,88.01958,1.152698,1.293438
5799,88.03412,1.147167,1.268948
5804,88.02892,1.141939,1.2492
5809,88.01877,1.13919,1.226888
5814,88.01877,1.14405,1.221857
5819,88.01894,1.146734,1.234179
5824,88.01418,1.147128,1.25391
5829,88.00454,1.152521,1.273505
5834,87.98513,1.158199,1.302888
5839,87.95824,1.156714,1.339769
5844,87.92152,1.160306,1.376461
5849,87.87739,1.173603,1.398026
5854,87.82568,1.181994,1.41468
5859,87.80107,1.187333,1.419271
5864,87.79134,1.187738,1.434001
5869,87.7914,1.190257,1.436427
5874,87.77673,1.19315,1.448584
5879,87.762,1.200799,1.450755
5884,87.74966,1.2035,1.453077
5889,87.74223,1.205892,1.445501
5894,87.73741,1.213418,1.447775
5899,87.73765,1.228347,1.452429
5904,87.73526,1.24314,1.447196
5909,87.71082,1.260899,1.453996
5914,87.67917,1.284023,1.475471
5921,87.62531,1.312258,1.491595
5926,87.559,1.343012,1.500106
5931,87.47785,1.371549,1.510926
5936,87.39658,1.392631,1.519401
5941,87.29566,1.416628,1.534956
5946,87.17509,1.445978,1.555036
5951,87.04198,1.470498,1.570106
5956,86.88923,1.512421,1.57697
5961,86.71422,1.554836,1.58839
5966,86.52204,1.597635,1.604343
5971,86.28298,1.646266,1.624276
5976,86.02146,1.694982,1.633813
5981,85.7128,1.746621,1.634915
5986,85.33249,1.804423,1.639347
5991,84.90261,1.872669,1.637249
5996,84.38671,1.956341,1.669671
6001,83.80154,2.029941,1.718077
6006,83.15457,2.117834,1.771318
6011,82.44543,2.19783,1.828006
6016,81.68883,2.279019,1.877886
6021,80.89722,2.360106,1.938609
6026,80.09521,2.436938,1.993553
6031,79.27699,2.510735,2.002802
6036,78.39754,2.590054,1.977032
6041,77.45601,2.678306,1.977655
6046,76.43176,2.788383,1.977533
6051,75.33708,2.922058,1.990944
6056,74.16985,3.055917,2.06023
6061,72.95212,3.212222,2.157634
6066,71.63502,3.367946,2.279963
6071,70.22245,3.520017,2.402639
6076,68.74268,3.669939,2.536049
6082,67.22647,3.819137,2.698846
6087,65.66688,3.995967,2.874744
6092,64.086,4.209256,3.056337
6097,62.56514,4.420195,3.218738
6102,61.10475,4.593839,3.350485
6107,59.64546,4.718605,3.472209
6112,58.14786,4.796669,3.552854
6117,56.5371,4.841255,3.597735
6122,54.8137,4.866987,3.608686
6127,52.99288,4.870601,3.621755
6132,51.02374,4.882339,3.641755
6137,48.88355,4.909851,3.662671
6142,46.59895,4.947844,3.679056
6147,44.25453,4.975224,3.682708
6152,41.86851,4.967827,3.677746
6157,39.42653,4.9182,3.644506
6162,36.99817,4.817034,3.627672
6167,34.58432,4.680828,3.58038
6172,32.2293,4.496842,3.500135
6177,29.90628,4.277,3.42118
6182,27.54246,4.048672,3.356249
6187,25.1235,3.819706,3.307175
6192,22.63295,3.61323,3.199765
6197,20.01179,3.467306,3.123891
6202,17.29869,3.402745,3.083636
6207,14.58085,3.370937,3.098113
6212,11.92648,3.320993,3.09804
6217,9.420996,3.207028,3.002625
6222,7.068047,2.990463,2.887306
6227,4.824892,2.695705,2.753692
6232,2.612004,2.343519,2.649709
6237,0.5054002,1.965282,2.541208
6243,-1.54881,1.639751,2.513948
6248,-3.557029,1.331067,2.516699
6253,-5.456647,1.062436,2.526465
6258,-7.226857,0.8458807,2.571427
6263,-8.902727,0.6903275,2.64748
6268,-10.56912,0.5851156,2.717205
6273,-12.25678,0.5590131,2.813839
6278,-13.93828,0.6168213,2.94077
6283,-15.60064,0.7301084,3.034921
6288,-17.26547,0.8499671,3.150474
6293,-18.96848,1.001457,3.276072
6298,-20.65035,1.19098,3.37405
6303,-22.25101,1.375638,3.458469
6308,-23.78919,1.501454,3.562399
6313,-25.30571,1.53942,3.709255
6318,-26.84763,1.490085,3.9206
6323,-28.38802,1.390847,4.21284
6328,-29.93155,1.299688,4.494082
6333,-31.43698,1.235523,4.762202
6338,-32.91215,1.165483,5.054754
6343,-34.40083,1.107744,5.374209
6348,-35.91351,1.030587,5.742195
6353,-37.44446,0.9355567,6.12615
6358,-39.01731,0.8656473,6.516643
6363,-40.62187,0.7934728,6.88945
6368,-42.21843,0.7022141,7.258059
6373,-43.80424,0.6420931,7.599417
6378,-45.35612,0.5731932,7.87825
6383,-46.99259,0.5405337,8.150332
6388,-48.507,0.5109944,8.47746
6393,-50.03162,0.473195,8.76869
6398,-51.45328,0.4261212,9.141106
6404,-52.71207,0.3842442,9.51193
6409,-53.99858,0.377857,9.856273
6414,-55.33008,0.3511798,10.24658
6419,-56.58031,0.385282,10.51948
6424,-57.77856,0.4619318,10.72991
6429,-58.90594,0.5478519,10.88962
6434,-59.95743,0.6090102,11.02006
6439,-60.9698,0.6615371,11.15934
6444,-62.02599,0.7233047,11.28843
6449,-63.13561,0.7650154,11.4053
6454,-64.21729,0.80939,11.4416
6459,-65.33865,0.8473415,11.44748
6464,-66.50459,0.9076653,11.42899
6469,-67.63396,0.9988956,11.32419
6474,-68.70201,1.109832,11.09806
6479,-69.70428,1.257086,10.779
6484,-70.65572,1.423957,10.44645
6489,-71.60087,1.636361,10.13583
6494,-72.49684,1.845091,9.884077
6499,-73.30319,2.002106,9.735799
6504,-74.07018,2.054856,9.740782
6509,-74.75438,2.024257,9.831381
6514,-75.38226,1.9796,9.887649
6519,-75.96832,1.960515,9.833763
6524,-76.56691,1.987283,9.712948
6529,-77.18804,2.041041,9.579753
6534,-77.80623,2.114161,9.461462
6539,-78.41745,2.189076,9.330243
6544,-79.04493,2.265343,9.211145
6549,-79.62002,2.333935,9.117054
6554,-80.1453,2.387153,9.05998
6559,-80.65303,2.425466,9.04178
6566,-81.10491,2.441392,9.030715
6571,-81.55203,2.45419,9.021874
6576,-82.01447,2.46389,9.002504
6581,-82.48763,2.471288,8.953029
6586,-82.95135,2.485534,8.854723
6591,-83.4328,2.50434,8.728866
6596,-83.8812,2.50864,8.575694
6601,-84.30415,2.506228,8.450672
6606,-84.6965,2.503987,8.360965
6611,-85.02885,2.496099,8.292832
6616,-85.28031,2.474658,8.22367
6621,-85.48267,2.449965,8.140721
6626,-85.64603,2.426095,8.021695
6631,-85.78365,2.414953,7.903759
6636,-85.91042,2.412618,7.79168
6641,-86.05896,2.416071,7.689065
6646,-86.25877,2.440862,7.558737
6651,-86.50165,2.466774,7.385306
6656,-86.76079,2.483804,7.181234
6661,-86.98409,2.483294,6.962775
6666,-87.13093,2.467277,6.760865
6671,-87.22933,2.435702,6.658606
6676,-87.29684,2.39304,6.633648
6681,-87.36327,2.354544,6.643723
6686,-87.40279,2.309368,6.659034
6691,-87.42142,2.275064,6.692607
6696,-87.43928,2.250408,6.736301
6701,-87.46486,2.215834,6.799244
6706,-87.50073,2.174627,6.859683
6711,-87.53711,2.133817,6.900096
6716,-87.56664,2.085192,6.937874
6721,-87.63319,2.031098,6.997576
6727,-87.70248,1.969416,7.074274
6732,-87.76186,1.909725,7.148777
6737,-87.82895,1.853455,7.200907
6742,-87.90928,1.793726,7.218112
6747,-87.98695,1.739019,7.225809
6752,-88.04684,1.695837,7.216603
6757,-88.10147,1.657269,7.207593
6762,-88.11904,1.616388,7.199263
6767,-88.10948,1.576442,7.178835
6772,-88.09473,1.538529,7.165911
6777,-88.0602,1.496842,7.160885
6782,-87.99646,1.445614,7.168074
6787,-87.91091,1.380306,7.197895
6792,-87.82299,1.31477,7.227487
6797,-87.75973,1.250658,7.261675
6802,-87.73576,1.19699,7.268437
6807,-87.77049,1.167934,7.215202
6812,-87.82498,1.148602,7.105198
6817,-87.92802,1.144482,6.99748
6822,-88.02421,1.132429,6.882147
6827,-88.11805,1.114954,6.776795
6832,-88.19472,1.088389,6.70374
6837,-88.22903,1.058758,6.665775
6842,-88.22372,1.023829,6.660201
6847,-88.19341,0.98702,6.684725
6852,-88.12422,0.9324025,6.748768
6857,-88.05238,0.8744977,6.850178
6862,-87.99084,0.8147874,6.938776
6867,-87.94619,0.7691395,6.985332
6872,-87.9526,0.7446737,6.989789
6877,-88.00066,0.730475,6.976735
6882,-88.07795,0.7256855,6.951325
